step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6516033,0.5945628,0.671863,0.7014995,0.5000985,0.7899925,11.00189
1,0.6501652,0.5648346,0.6408341,0.7521247,0.4988692,0.7941632,15.46647
2,0.6701074,0.655773,0.7022415,0.6752861,0.5946099,0.7226262,16.49983
3,0.6522527,0.6400638,0.6429262,0.7039936,0.5486627,0.7256173,17.61229
4,0.6565153,0.6540191,0.705456,0.7014992,0.5501086,0.6714936,22.93695
5,0.5808706,0.4609822,0.5320219,0.7358232,0.7674443,0.4080812,20.51756
6,0.6586002,0.6434425,0.7273009,0.7363793,0.6092942,0.5765841,21.28479
7,0.5354829,0.5010675,0.5482174,0.6750353,0.6919854,0.2611088,22.95095
8,0.5622752,0.5379189,0.511435,0.687638,0.69407,0.3803143,24.33946
9,0.5957364,0.4729478,0.6517926,0.7216152,0.8074424,0.3248842,29.04827
10,0.5492236,0.4390716,0.5115376,0.6879537,0.8020669,0.3054881,29.83176
11,0.5760629,0.5999867,0.5559077,0.6514465,0.7741553,0.2988184,30.92497
12,0.6945178,0.804303,0.8595374,0.6627415,0.7616178,0.3843893,34.12506
13,0.5792706,0.6213235,0.6728123,0.6039789,0.8303827,0.1678556,62.78157
14,0.7020479,0.8808683,0.9368454,0.5609872,0.8215858,0.309953,43.71725
15,0.7070188,0.9083957,0.9322429,0.5407067,0.89004,0.2637087,49.4863
16,0.8035879,1.318319,0.967423,0.5764956,0.9794797,0.1762221,51.40663
17,0.775078,1.168353,0.8854805,0.5659599,1.107229,0.1483676,79.60429
18,0.8101655,1.277121,1.066565,0.5333,1.024351,0.1494903,81.30357
19,0.7964774,1.221913,0.9443874,0.595167,1.03007,0.1908496,58.04007

