step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5319092,0.4137839,0.4447262,0.7238295,0.5339001,0.5433062,10.81652
1,0.6471557,0.7489145,0.6408342,0.7352065,0.6867132,0.4241102,12.61614
2,0.6254335,0.7202085,0.671863,0.6883215,0.7511872,0.2955873,19.12611
3,0.6595128,0.7914647,0.6559114,0.7074499,0.7612209,0.3815169,18.20913
4,0.6578866,0.8291537,0.6538292,0.7087742,0.7664495,0.3312265,19.05642
5,0.6888154,0.9065806,0.7082906,0.7001965,0.7897209,0.3392884,24.83802
6,0.6963674,0.9045314,0.7215026,0.7074499,0.8304226,0.3179308,29.91292
7,0.7096503,1.029937,0.7601181,0.6845887,0.7652189,0.3083887,39.71873
8,0.722387,0.9799084,0.7978736,0.7152765,0.8661813,0.252695,47.57684
9,0.7553307,1.064247,0.8094748,0.7001964,0.9270632,0.2756718,49.45971
10,0.7540849,1.055286,0.8198892,0.6720775,0.968827,0.2543447,30.34553
11,0.7674029,1.194727,0.8637705,0.6485576,0.8876542,0.2423055,32.48904
12,0.7730177,1.209004,0.8875533,0.6302589,0.8944227,0.2438497,38.32253
13,0.8063422,1.277122,1.028473,0.5666312,0.9913084,0.1681766,36.78749
14,0.8042259,1.261329,0.9443874,0.5601571,1.064406,0.1908496,70.35843
15,0.5548577,0.5174772,0.5933838,0.5431212,0.9166475,0.2036587,46.86254
16,0.5730309,0.5605305,0.7152308,0.5714065,0.8922533,0.1257337,78.68723
17,0.6962852,0.9215722,0.9106593,0.5730473,0.7981903,0.2779571,53.97651
18,0.7049876,0.921572,0.940608,0.5707951,0.7605351,0.3314279,57.12991
19,0.7128198,0.921572,0.9406081,0.5962744,0.7501478,0.3554965,52.62299

