step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6150273,0.7368733,0.6532925,0.7186003,0.6738003,0.2925703,12.94079
1,0.5624445,0.3808113,0.4813531,0.7726145,0.6673422,0.5101014,14.18476
2,0.5694312,0.4137838,0.5344015,0.7133965,0.5727659,0.6128085,13.9647
3,0.5364053,0.2917481,0.4409074,0.7555378,0.7942764,0.3995565,21.0254
4,0.5123616,0.344985,0.4296916,0.7241615,0.6301954,0.4327747,19.22067
5,0.620584,0.6003224,0.6887071,0.6979116,0.5216537,0.5943252,22.42422
6,0.5664165,0.4203981,0.5974765,0.7216152,0.7177264,0.3748664,23.85116
7,0.6335788,0.6525243,0.6822315,0.6982136,0.6224213,0.5125033,26.7149
8,0.6867233,0.7729315,0.7757466,0.6804937,0.6485303,0.5559144,27.78095
9,0.6998046,0.8026599,0.8062356,0.7014994,0.675133,0.513495,28.86317
10,0.7061999,0.8323876,0.8432029,0.6804937,0.6984175,0.4764981,50.29338
11,0.7022544,0.8621162,0.8398287,0.6421444,0.7114689,0.4557135,55.50202
12,0.6356561,0.6012811,0.6586937,0.662241,1.001014,0.2550507,60.58739
13,0.7044371,0.9448559,0.8679503,0.5983945,0.7481763,0.3628087,41.20776
14,0.6100461,0.5605304,0.7604247,0.5772921,0.9270632,0.2249199,44.32087
15,0.7988425,1.329903,0.9899637,0.5252157,0.9540508,0.1950797,72.44638
16,0.7138523,0.9513,0.9406081,0.5611995,0.800157,0.3159969,48.66266
17,0.573041,0.6413647,0.6003804,0.5790634,0.8542392,0.190157,50.00759
18,0.5789543,0.6213235,0.6977311,0.5684507,0.8580614,0.149205,51.31832
19,0.6077779,0.5430139,0.7604247,0.6133729,0.8971581,0.2249198,82.43623

