option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5319092,0.4137839,0.4447262,0.7238295,0.5339001,0.5433062,10.81652
chosenOption,0.6518301,0.7439668,0.6451959,0.7303493,0.6991283,0.4405101,12.61614
chosenOption,0.6228558,0.7118968,0.6486209,0.7092651,0.7385072,0.3059891,19.12611
chosenOption,0.6515961,0.7687693,0.6390156,0.727393,0.7341892,0.3886133,18.20913
chosenOption,0.6434821,0.8085981,0.6122683,0.7154056,0.7424924,0.3386461,19.05642
chosenOption,0.6668204,0.8843213,0.663227,0.6952646,0.7442247,0.3470647,24.83802
chosenOption,0.6609831,0.8903694,0.6438111,0.6865129,0.7558922,0.3283297,29.91292
chosenOption,0.6756154,1.025306,0.671766,0.6824594,0.6759368,0.3226095,39.71873
chosenOption,0.6681682,0.9950548,0.6718534,0.6925917,0.7301502,0.251191,47.57684
chosenOption,0.6806951,1.083955,0.6539209,0.6319346,0.7587793,0.2748857,49.45971
chosenOption,0.6730859,1.093841,0.6265811,0.6199147,0.7668812,0.2582117,30.34553
chosenOption,0.6906205,1.25914,0.6528335,0.6099949,0.680374,0.2507594,32.48904
chosenOption,0.6856375,1.300487,0.638424,0.5735953,0.6568056,0.2588761,38.32253
chosenOption,0.707365,1.406555,0.7026626,0.5275991,0.7131162,0.1868925,36.78749
chosenOption,0.6985883,1.415699,0.6160823,0.5306026,0.7331493,0.1974085,70.35843
chosenOption,0.4619107,0.5947996,0.3642463,0.5266415,0.603882,0.2199841,46.86254
chosenOption,0.4756776,0.6343051,0.4591438,0.5384455,0.603704,0.1427899,78.68723
chosenOption,0.6256657,1.026817,0.6149253,0.5583481,0.5542298,0.3740085,53.97651
chosenOption,0.6295239,1.023734,0.6378573,0.5554224,0.5139773,0.4166288,57.12991
chosenOption,0.6290638,1.011059,0.6490512,0.5513263,0.4979451,0.4359377,52.62299

