option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.6516032,0.5945628,0.671863,0.7014995,0.5000985,0.7899925,11.00189
alt1,0.6572431,0.561103,0.6451958,0.7471557,0.5078883,0.8248727,15.46647
alt1,0.670923,0.648205,0.6779485,0.6958331,0.5845729,0.7480556,16.49983
alt1,0.6480415,0.6217099,0.6263648,0.7238393,0.5291792,0.7391141,17.61229
alt1,0.6451861,0.6378053,0.6606135,0.7080625,0.5329137,0.6865354,22.93695
alt1,0.5638285,0.4496637,0.4981731,0.7306403,0.7232315,0.4174343,20.51756
alt1,0.6293985,0.6333683,0.6489851,0.7145861,0.55461,0.595443,21.28479
alt1,0.5081285,0.4988143,0.4844955,0.6729357,0.6112479,0.2731493,22.95095
alt1,0.5211678,0.5462335,0.4306564,0.6658297,0.5850685,0.3780507,24.33946
alt1,0.5288683,0.4817061,0.5265399,0.6512652,0.6608725,0.3239578,29.04827
alt1,0.4851232,0.4551131,0.3909306,0.6345587,0.6348812,0.3101327,29.83176
alt1,0.5135643,0.6323346,0.4201523,0.612712,0.5933787,0.309244,30.92497
alt1,0.6107901,0.865163,0.6182719,0.6031575,0.5592823,0.408076,34.12506
alt1,0.4980451,0.6842932,0.4596716,0.5623741,0.5973513,0.1865357,62.78157
alt1,0.6035457,0.9886745,0.6111622,0.5313889,0.5658981,0.320605,43.71725
alt1,0.6023769,1.04413,0.5722537,0.5243002,0.5863532,0.2848477,49.4863
alt1,0.703792,1.491831,0.6210391,0.5432411,0.6627219,0.2001272,51.40663
alt1,0.6839193,1.30178,0.5979233,0.5514425,0.7688134,0.1996379,79.60429
alt1,0.7082191,1.418698,0.7232729,0.5189372,0.6922669,0.1879201,81.30357
alt1,0.6920632,1.340564,0.651659,0.5503024,0.6837565,0.2340348,58.04007

