step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5727755,0.6978453,0.4146179,0.761022,0.4919336,0.4984587,33.59532
1,0.5987629,0.7327373,0.4717316,0.7885141,0.4845725,0.5162589,7.290382
2,0.5715471,0.4165259,0.4346566,0.7220748,0.5477269,0.7367512,3.793347
3,0.5446873,0.7327374,0.3823195,0.6482534,0.5066319,0.4534942,12.84937
4,0.5675221,0.7676298,0.3316943,0.7229708,0.4919337,0.5233819,6.686022
5,0.5905103,0.8025221,0.3724197,0.7509658,0.4845725,0.5420715,8.118997
6,0.6236135,0.8374147,0.364751,0.7823732,0.5060734,0.6274553,2.599773
7,0.4485519,0.5701905,0.3646127,0.7425627,0.4770982,0.08829533,9.550739
8,0.5887488,0.8024393,0.3853956,0.8170959,0.4288751,0.5099381,4.620192
9,0.6116111,0.9071992,0.3724196,0.8260626,0.4361153,0.5162587,6.205416
10,0.6013562,0.9420912,0.3109633,0.8371242,0.4181437,0.4984586,11.03151
11,0.6089019,0.8987319,0.3597026,0.8949147,0.3812223,0.5099379,0.8213762
12,0.5950055,0.9308295,0.3695613,0.9201148,0.4327101,0.3218115,7.866597
13,0.6496826,0.9629271,0.4159755,0.8930564,0.3839998,0.592454,2.832125
14,0.5163442,0.4265849,0.3933023,0.8651292,0.3669754,0.5297294,4.499459
15,0.6444255,0.9629269,0.3622138,0.9479985,0.383884,0.5651039,5.526046
16,0.5233172,0.7721583,0.4690727,0.8573273,0.3620452,0.1559823,7.060591
17,0.6492359,0.995024,0.4110887,0.9727331,0.3573959,0.5099379,5.241043
18,0.669103,1.116552,0.3972476,0.9762557,0.3392008,0.5162587,2.0101
19,0.6303509,1.059219,0.422356,0.996791,0.3515769,0.3218115,1.834562

