step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5996909,0.4561523,0.5208753,0.7445502,0.558241,0.7186358,71.71961
1,0.4907708,0.4789598,0.5151415,0.8117425,0.4681905,0.1798197,4.604207
2,0.5944367,0.7061467,0.4624748,0.8170961,0.4765279,0.5099381,13.67736
3,0.443882,0.4789599,0.442744,0.7072024,0.5022086,0.0882953,7.229808
4,0.5555018,0.4165258,0.3863615,0.6533058,0.5477268,0.7735888,0
5,0.472271,0.5245752,0.4066906,0.7730882,0.4681905,0.1888106,0
6,0.5489057,0.3698857,0.4148547,0.7380797,0.5278894,0.6938192,12.60399
7,0.5397164,0.3852975,0.3171358,0.712736,0.5365496,0.7468632,7.3184
8,0.4728163,0.5205144,0.4780684,0.7932041,0.4191313,0.1531631,6.21277
9,0.4593945,0.4922577,0.3959586,0.8288446,0.4422107,0.1377006,4.154465
10,0.5403813,0.5111909,0.3596859,0.7254965,0.4300134,0.6755195,1.521553
11,0.5362222,0.4797324,0.3080451,0.7312448,0.4491799,0.7129088,4.419845
12,0.4833555,0.4469452,0.2707466,0.8952731,0.4424328,0.36138,6.928589
13,0.4984636,0.4128245,0.3670821,0.8651291,0.3440394,0.503243,2.321399
14,0.6734006,0.9950234,0.445688,0.8930565,0.4095998,0.6236356,3.088742
15,0.4943559,0.3651984,0.3521573,0.882918,0.356842,0.5146639,5.850821
16,0.691189,0.9950239,0.4066906,0.8830393,0.4336427,0.7375486,6.600851
17,0.5624059,0.531132,0.3520516,0.7948311,0.4211061,0.7129088,2.755007
18,0.5689414,0.4931804,0.3624409,0.8824351,0.3953523,0.7112979,2.398943
19,0.5017506,0.5085923,0.3094248,0.9698792,0.3594766,0.36138,4.540156

