step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4578292,0.3786599,0.5279449,0.7534951,0.4913452,0.1377007,49.25681
1,0.5843694,0.4372319,0.498183,0.711635,0.5312461,0.7435511,0
2,0.4749392,0.4580528,0.4624747,0.7778669,0.5798239,0.09647754,0
3,0.5895668,0.4372319,0.495418,0.7057762,0.5678027,0.7416053,1.66574
4,0.4381266,0.4165258,0.4223559,0.7158203,0.4913453,0.1445858,0
5,0.5339761,0.4354589,0.3596859,0.6595422,0.5058981,0.7092953,9.842101
6,0.461408,0.499694,0.3853956,0.7408255,0.5798239,0.1013013,12.72819
7,0.6099234,0.8024393,0.3380663,0.8294986,0.4862531,0.5933594,0
8,0.5249592,0.3852975,0.3853956,0.6909896,0.4506589,0.7124544,0
9,0.5681272,0.4922577,0.3622138,0.7564594,0.4929541,0.7367509,0
10,0.4703574,0.5621555,0.3853956,0.8149083,0.4928504,0.09647749,0
11,0.484729,0.5829762,0.4461971,0.8687475,0.3725612,0.153163,5.432236
12,0.6538898,0.7223422,0.4001105,0.9122503,0.4589762,0.7757698,0
13,0.5025048,0.7472505,0.3451969,0.9078557,0.3814599,0.1307613,0
14,0.5188804,0.7721581,0.3698539,0.9078557,0.4068906,0.1376434,0
15,0.5099175,0.6842284,0.4066906,0.9277061,0.3511428,0.1798197,0
16,0.5212423,0.4777686,0.3596858,0.8455976,0.3704123,0.552747,0
17,0.4914714,0.5869225,0.4223559,0.9418689,0.3685089,0.1377007,0
18,0.5160293,0.6058555,0.469304,1.033631,0.3574882,0.1138679,5.197312
19,0.6437517,0.7526509,0.4167002,0.9679152,0.3628566,0.7186357,4.964766

