option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5727755,0.6978453,0.4146179,0.761022,0.4919336,0.4984587,33.59532
chosenOption,0.5913581,0.7405769,0.4767785,0.7447388,0.4749244,0.519772,7.290382
chosenOption,0.5627006,0.4293602,0.4485291,0.6732281,0.5229573,0.7394285,3.793347
chosenOption,0.549508,0.7668083,0.4131621,0.6239484,0.4822897,0.4613315,12.84937
chosenOption,0.5783733,0.8174546,0.3672021,0.7140732,0.4599286,0.533208,6.686022
chosenOption,0.5958502,0.8687218,0.4229167,0.6960671,0.4414164,0.5501293,8.118997
chosenOption,0.6232616,0.9258059,0.3994669,0.7092716,0.4466337,0.63513,2.599773
chosenOption,0.4383666,0.6393473,0.4105269,0.6256234,0.4256889,0.09064685,9.550739
chosenOption,0.5905918,0.90843,0.4186875,0.702523,0.4123019,0.5110167,4.620192
chosenOption,0.6039935,1.045328,0.3882719,0.6676399,0.4066756,0.5120524,6.205416
chosenOption,0.5936201,1.108343,0.3132544,0.6601524,0.3983649,0.4879858,11.03151
chosenOption,0.5951719,1.077654,0.3715004,0.6607167,0.3713359,0.4946526,0.8213762
chosenOption,0.5706794,1.138233,0.3660776,0.6374468,0.4045673,0.3070717,7.866597
chosenOption,0.6248884,1.185588,0.4061246,0.5857317,0.3757568,0.571241,2.832125
chosenOption,0.4460416,0.5326227,0.3447426,0.5436065,0.3224583,0.4867778,4.499459
chosenOption,0.6108925,1.187543,0.3264959,0.6346374,0.3685254,0.5372605,5.526046
chosenOption,0.4712313,0.9712323,0.4017918,0.5304158,0.3124533,0.1402635,7.060591
chosenOption,0.5999642,1.266873,0.3403095,0.6101339,0.3324842,0.45002,5.241043
chosenOption,0.6207383,1.450354,0.3151447,0.5713928,0.3223778,0.4444229,2.0101
chosenOption,0.5799547,1.406872,0.319007,0.5613648,0.3426851,0.2698445,1.834562

