userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
12,1,ForceDirectedAlgorithm, Task2,1.061234,0.9601638,0.9917079,0.9800894,1.006805,4
12,2,ForceDirectedAlgorithm, Task2,1.133894,0.9287242,0.9789699,0.9547775,1.003634,4
12,3,ForceDirectedAlgorithm, Task2,1.098823,0.9185716,0.9625069,0.9519528,1.068146,4
12,4,ForceDirectedAlgorithm, Task2,1.171398,0.8856397,0.9383083,0.9349403,1.069713,4
12,5,ForceDirectedAlgorithm, Task2,1.244863,0.8516937,0.9268957,0.9109399,1.065608,4
12,6,ForceDirectedAlgorithm, Task2,1.326663,0.8213825,0.9065641,0.8825474,1.062843,4
12,7,ForceDirectedAlgorithm, Task2,1.401609,0.7881481,0.8846453,0.8476335,1.077964,4
12,8,ForceDirectedAlgorithm, Task2,1.415107,0.8147875,0.9027693,0.8652208,1.002115,4
12,9,ForceDirectedAlgorithm, Task2,1.497936,0.7819241,0.8890415,0.8392461,0.9918522,4
12,10,ForceDirectedAlgorithm, Task2,1.588236,0.7555256,0.8674551,0.8097939,0.9789894,4
12,11,ForceDirectedAlgorithm, Task2,1.678716,0.722959,0.8490465,0.7792532,0.9700251,4
12,12,ForceDirectedAlgorithm, Task2,1.773083,0.6934012,0.8313487,0.7479692,0.9541973,4
12,13,ForceDirectedAlgorithm, Task2,1.84685,0.6834229,0.8198414,0.7339003,0.915985,4
12,14,ForceDirectedAlgorithm, Task2,1.935288,0.6574,0.7854413,0.7029535,0.9189177,4
12,15,ForceDirectedAlgorithm, Task2,1.849896,0.6760423,0.8033398,0.7199935,0.9507285,4
12,16,ForceDirectedAlgorithm, Task2,1.949612,0.6424245,0.7733566,0.6904183,0.9441885,4
12,17,ForceDirectedAlgorithm, Task2,1.973472,0.66226,0.7840458,0.6977224,0.8824994,4
12,18,ForceDirectedAlgorithm, Task2,2.078331,0.6346564,0.7608771,0.6652828,0.860853,4
12,19,ForceDirectedAlgorithm, Task2,2.191556,0.6042429,0.7321236,0.6335606,0.8385172,4
12,20,ForceDirectedAlgorithm, Task2,2.284417,0.5865303,0.7127299,0.6127276,0.8035948,4

