edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
1.05,0.95,1.05,1,1
1.1,0.9,1.05,1,1
1.05,0.85,0.9999999,1,1.05
1.1,0.8,0.9499999,1,1.05
1.15,0.7499999,0.9999999,1,1.05
1.2,0.7499999,0.9999999,1,1.05
1.25,0.6999999,1.05,0.95,1.05
1.25,0.7499999,1.05,0.9,0.9999999
1.3,0.7499999,1.1,0.9,0.9999999
1.35,0.7499999,1.1,0.85,0.9999999
1.4,0.6999999,1.15,0.8,0.9999999
1.45,0.6999999,1.2,0.8,0.9999999
1.5,0.6999999,1.25,0.7499999,0.9499999
1.549999,0.7499999,1.25,0.8,0.9999999
1.5,0.7499999,1.2,0.7499999,0.9999999
1.549999,0.7499999,1.25,0.8,1.05
1.549999,0.8,1.25,0.7499999,0.9999999
1.599999,0.8,1.3,0.6999999,0.9999999
1.649999,0.8,1.3,0.6499999,0.9999999
1.699999,0.85,1.35,0.5999999,0.9499999

