option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.4578291,0.3786599,0.5279449,0.7534951,0.4913452,0.1377007,49.25681
alt1,0.577366,0.4419099,0.5035129,0.6721277,0.5206687,0.748611,0
alt1,0.4650157,0.4721666,0.477235,0.725246,0.5536028,0.09682813,0
alt1,0.5934409,0.4575624,0.5353846,0.6793145,0.5405213,0.7544217,1.66574
alt1,0.444964,0.4435614,0.467569,0.7070107,0.4593785,0.1473003,0
alt1,0.5343689,0.4713797,0.4084564,0.6113269,0.4608428,0.7198389,9.842101
alt1,0.4520765,0.5524379,0.4220763,0.6716059,0.5117221,0.1025404,12.72819
alt1,0.604458,0.8997649,0.3806376,0.6988687,0.4338573,0.609162,0
alt1,0.5192363,0.4361898,0.4186875,0.5940992,0.4332439,0.7139613,0
alt1,0.5493302,0.5672082,0.3776317,0.6113852,0.4596776,0.7307481,0
alt1,0.4512432,0.6613597,0.388235,0.642633,0.4695379,0.09445045,0
alt1,0.4625475,0.6990368,0.4608318,0.6413974,0.3628994,0.148572,5.432236
alt1,0.6161983,0.8832915,0.3963388,0.6319984,0.4291251,0.7402375,0
alt1,0.4703702,0.9200398,0.3370222,0.5954382,0.3732714,0.1260794,0
alt1,0.4685508,0.9640963,0.3241893,0.5704539,0.3575315,0.126483,0
alt1,0.4679055,0.8438343,0.3665868,0.6210526,0.3370941,0.1709597,0
alt1,0.4497835,0.6009445,0.3080947,0.5231588,0.3196743,0.4970451,0
alt1,0.4304059,0.7472748,0.3496368,0.5907747,0.3428226,0.1215208,0
alt1,0.4404089,0.7869806,0.3723085,0.604974,0.3397582,0.09802356,5.197312
alt1,0.5631579,0.9996833,0.3147352,0.5451028,0.3536795,0.6025885,4.964766

