step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4884819,0.266894,0.4637861,0.7084099,0.5027654,0.5005542,60.40237
1,0.4761271,0.3405491,0.4556141,0.6724721,0.5375392,0.374461,0.5993337
2,0.5472837,0.3244215,0.4923326,0.7802007,0.5526782,0.5867856,1.736197
3,0.638343,0.6801557,0.8582796,0.8999243,0.4951113,0.2582442,1.839116
4,0.6112087,0.5978876,0.828377,0.8433863,0.5545563,0.2318365,7.484005
5,0.6483632,0.5059538,0.6607602,0.7621577,0.589155,0.7237892,1.667151
6,0.6933186,0.5750002,0.7498781,0.8589384,0.5619919,0.7207844,9.06936
7,0.6490853,0.6522412,0.9036838,0.9167241,0.5293492,0.2434284,0.5639976
8,0.5308201,0.389199,0.6024488,0.776311,0.568508,0.3176339,3.310795
9,0.5895899,0.4656121,0.6786876,0.8859855,0.6078516,0.3098127,3.1077
10,0.5365504,0.4441073,0.5537487,0.8600241,0.5854191,0.2394527,2.801445
11,0.8125982,0.8385153,1.005787,1.05916,0.6001996,0.559329,5.366508
12,0.7029244,0.7392998,0.9329125,1.017306,0.5422646,0.282839,2.765169
13,0.6815034,0.5073392,0.7341821,0.7952804,0.6144196,0.7562957,0.4196226
14,0.6721342,0.6794181,0.9413368,0.916724,0.5797634,0.2434284,3.56205
15,0.6658437,0.4054157,0.7169262,0.8651456,0.6261302,0.7156006,3.575039
16,0.7060173,0.7688714,0.9702296,0.9781787,0.5422647,0.2705417,3.587283
17,0.6668049,0.7688718,0.8988827,0.8420667,0.5208973,0.3033061,6.522369
18,0.6897629,0.7065946,0.9789904,0.8800552,0.6049705,0.278204,3.223941
19,0.6114054,0.5496174,0.821185,0.8003667,0.626048,0.2598096,5.045003

