edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
1.05,1.05,1.05,1.05,1.05
1.1,1.1,1.1,1.1,0.9999999
1.15,1.15,1.15,1.05,1.05
1.1,1.1,1.15,1.1,0.9999999
1.1,1.1,1.2,1.15,1.05
1.15,1.15,1.2,1.1,1.05
1.2,1.2,1.25,1.05,1.05
1.2,1.2,1.2,1.1,1.1
1.2,1.2,1.25,1.15,1.15
1.25,1.25,1.25,1.1,1.1
1.3,1.3,1.3,1.15,1.1
1.25,1.25,1.3,1.15,1.15
1.2,1.2,1.25,1.2,1.1
1.25,1.25,1.25,1.15,1.05
1.25,1.25,1.2,1.2,1.1
1.3,1.3,1.25,1.15,1.1
1.3,1.3,1.2,1.15,1.15
1.3,1.3,1.2,1.2,1.2
1.3,1.3,1.15,1.2,1.25
1.35,1.35,1.2,1.15,1.25

