option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6130426,0.5,0.652068,0.7157819,0.5109017,0.6864614,64.16148
chosenOption,0.5407639,0.5455774,0.6659143,0.7007024,0.5310654,0.26056,4.234412
chosenOption,0.6364203,0.6654651,0.7578231,0.7042212,0.4537885,0.6008039,2.89668
chosenOption,0.4518314,0.3487905,0.5372893,0.6628368,0.4866915,0.2235489,4.142681
chosenOption,0.6436953,0.481879,0.6780409,0.7714674,0.5075201,0.7795691,6.192011
chosenOption,0.5380088,0.6065639,0.6977901,0.6807539,0.4278654,0.2770707,14.28664
chosenOption,0.5695683,0.6314467,0.7705703,0.7610706,0.4404912,0.2442627,6.199638
chosenOption,0.5706417,0.4677874,0.6515027,0.6233528,0.4686044,0.641961,3.566449
chosenOption,0.6438596,0.5015778,0.6872656,0.7493784,0.4753625,0.8057137,4.964835
chosenOption,0.537506,0.6305192,0.7093841,0.6632392,0.3990749,0.2853129,3.182492
chosenOption,0.5769081,0.6546741,0.7492705,0.7561399,0.4664448,0.2580113,9.182246
chosenOption,0.5536688,0.4442743,0.5697895,0.6981275,0.4395967,0.616556,13.43183
chosenOption,0.4507837,0.3597839,0.5353129,0.6772959,0.4566222,0.2249037,4.971672
chosenOption,0.54391,0.6326535,0.7105907,0.6998445,0.4164165,0.2600449,7.321397
chosenOption,0.5767593,0.5131311,0.6302348,0.6352671,0.4623263,0.6428369,16.76932
chosenOption,0.6422403,0.7146681,0.8412713,0.7404826,0.403603,0.5111763,6.204733
chosenOption,0.5706246,0.4909898,0.6439133,0.6041315,0.4337316,0.6803566,4.699597
chosenOption,0.6127228,0.5716477,0.6771835,0.6582133,0.4270812,0.7294886,6.42727
chosenOption,0.5810134,0.5175945,0.6120003,0.5679731,0.4187274,0.7887718,10.20415
chosenOption,0.6212502,0.7168404,0.7162105,0.6944047,0.3930587,0.5857363,6.249681

