option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6074277,0.6521218,0.693398,0.74331,0.5023179,0.4459904,23.43905
chosenOption,0.6405155,0.7887353,0.7556838,0.7747641,0.4855088,0.3978856,1.749262
chosenOption,0.454567,0.3389822,0.3554763,0.7500505,0.4875099,0.3408158,2.277166
chosenOption,0.6228475,0.7972855,0.6845999,0.8137531,0.45007,0.3685289,1.798744
chosenOption,0.4324949,0.2389895,0.3409548,0.7538486,0.5299797,0.2987022,3.098548
chosenOption,0.6139704,0.6909351,0.6933759,0.7961835,0.4961114,0.393246,1.657723
chosenOption,0.6601088,0.8375348,0.6983258,0.814513,0.5127569,0.4374136,4.708584
chosenOption,0.5652307,0.5725012,0.6206995,0.7450795,0.4783591,0.4095139,3.276598
chosenOption,0.6305942,0.8874921,0.7372655,0.7735687,0.4096878,0.3449569,2.619305
chosenOption,0.6544613,0.9391724,0.8037443,0.7588518,0.4245075,0.3460303,5.479215
chosenOption,0.5502493,0.5872276,0.6289116,0.716747,0.4326541,0.3857063,1.620687
chosenOption,0.5643195,0.605925,0.6946281,0.6989342,0.4177103,0.4044001,2.209166
chosenOption,0.6373299,0.9310054,0.8348754,0.7317274,0.3625424,0.3264988,7.654963
chosenOption,0.6282287,0.9180499,0.8459761,0.6885763,0.3947096,0.2938312,2.512353
chosenOption,0.6651966,1.037638,0.9211931,0.6944816,0.3631102,0.3095602,2.455809
chosenOption,0.4572709,0.447286,0.5675159,0.6295388,0.3207627,0.3212514,3.101042
chosenOption,0.4589108,0.4247744,0.5162479,0.6571386,0.3658521,0.3305411,3.166359
chosenOption,0.6628264,0.9898173,0.8985662,0.7298965,0.3785841,0.3172679,3.724215
chosenOption,0.6469032,1.044973,0.8547853,0.7115178,0.3351184,0.288121,3.66505
chosenOption,0.5514425,0.7090387,0.7656071,0.6340555,0.3155238,0.3329875,5.546535

