option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.4729405,0.3390962,0.4565478,0.6848285,0.5021225,0.3821076,28.21538
alt2,0.4719056,0.3558733,0.4737337,0.67939,0.4877097,0.3628211,0.8558025
alt2,0.5620372,0.4919297,0.6236916,0.6664481,0.5229392,0.5051774,0.3990296
alt2,0.5912814,0.5536718,0.5610954,0.7258125,0.5092442,0.6065829,0.7218882
alt2,0.6591669,0.840009,0.6989092,0.797551,0.5010501,0.4583151,0.8441406
alt2,0.4683639,0.3245462,0.392196,0.769237,0.4577823,0.3980578,0.4437407
alt2,0.5628939,0.4953799,0.6125072,0.7520751,0.5225182,0.4319889,1.353387
alt2,0.4302239,0.2537541,0.3434547,0.7534329,0.5241984,0.2762795,1.012963
alt2,0.5605455,0.5249282,0.6400222,0.6657308,0.4915735,0.4804727,0.699495
alt2,0.5589213,0.5554958,0.6479605,0.712926,0.4613896,0.4168345,0
alt2,0.438501,0.4046507,0.3829879,0.6511829,0.4460529,0.3076304,0.6114222
alt2,0.666195,0.9439754,0.7878877,0.7477435,0.4327516,0.4186173,0
alt2,0.55866,0.5506653,0.7322761,0.6651562,0.4237428,0.4214593,3.231615
alt2,0.5571592,0.5827189,0.7306037,0.6714466,0.4082266,0.3927999,1.855059
alt2,0.4322133,0.255029,0.5475949,0.6034147,0.4001661,0.354862,1.754339
alt2,0.6629018,1.02263,0.8832271,0.6686148,0.3423097,0.3977276,2.786663
alt2,0.5624489,0.6689709,0.755013,0.6480821,0.3710485,0.3691296,1.286973
alt2,0.5578482,0.5854509,0.7244037,0.6857231,0.4114763,0.3821868,1.107823
alt2,0.4056806,0.2973036,0.4169973,0.6620982,0.406565,0.2454386,4.099821
alt2,0.4258542,0.2714911,0.5529931,0.5958459,0.3794984,0.3294424,1.04075

