userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
4,1,ForceDirectedAlgorithm, Task1,1.049476,1.037643,0.9920586,0.9712961,0.9495261,3
4,2,ForceDirectedAlgorithm, Task1,1.106646,1.056817,0.9880727,0.9430711,0.9053924,3
4,3,ForceDirectedAlgorithm, Task1,1.060853,1.00702,1.038281,0.9738874,0.9199588,3
4,4,ForceDirectedAlgorithm, Task1,1.1177,1.028068,1.033641,0.9452707,0.8753209,3
4,5,ForceDirectedAlgorithm, Task1,1.059518,0.9999681,1.071133,0.9876443,0.8817364,3
4,6,ForceDirectedAlgorithm, Task1,1.114408,1.02721,1.055624,0.9673566,0.8354017,3
4,7,ForceDirectedAlgorithm, Task1,1.186751,1.035605,1.033071,0.934959,0.8096133,3
4,8,ForceDirectedAlgorithm, Task1,1.18088,1.084489,0.9870093,0.886506,0.861116,3
4,9,ForceDirectedAlgorithm, Task1,1.249645,1.103636,0.9716834,0.8492587,0.8257771,3
4,10,ForceDirectedAlgorithm, Task1,1.321029,1.122786,0.9490587,0.8185851,0.7885415,3
4,11,ForceDirectedAlgorithm, Task1,1.256036,1.158952,0.9690896,0.8164202,0.7995033,3
4,12,ForceDirectedAlgorithm, Task1,1.238778,1.228069,0.9336234,0.7844902,0.8150391,3
4,13,ForceDirectedAlgorithm, Task1,1.310886,1.244398,0.9151491,0.751404,0.7781628,3
4,14,ForceDirectedAlgorithm, Task1,1.380661,1.264907,0.8892595,0.7264288,0.7387437,3
4,15,ForceDirectedAlgorithm, Task1,1.460217,1.280066,0.8638042,0.6929417,0.7029722,3
4,16,ForceDirectedAlgorithm, Task1,1.386725,1.259701,0.898582,0.725219,0.7297731,3
4,17,ForceDirectedAlgorithm, Task1,1.317032,1.233838,0.9346072,0.7573854,0.7571377,3
4,18,ForceDirectedAlgorithm, Task1,1.390422,1.257356,0.9078375,0.7251485,0.7192367,3
4,19,ForceDirectedAlgorithm, Task1,1.469782,1.277376,0.8781053,0.6889104,0.6858257,3
4,20,ForceDirectedAlgorithm, Task1,1.530255,1.316123,0.8572497,0.6433129,0.6530601,3

