step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4729405,0.3390962,0.4565478,0.6848285,0.5021225,0.3821076,28.21538
1,0.4877452,0.3560509,0.4793752,0.7190699,0.5021226,0.3821076,0.8558025
2,0.5929681,0.4889754,0.6491765,0.7419423,0.5267813,0.5579651,0.3990296
3,0.606792,0.5480074,0.5850431,0.8039099,0.4706086,0.6263908,0.7218882
4,0.6844435,0.8267065,0.7478107,0.9259126,0.4505509,0.471237,0.8441406
5,0.4792243,0.3216307,0.4118189,0.8617832,0.4171583,0.3837305,0.4437407
6,0.5870523,0.4889752,0.6559106,0.8905575,0.4861355,0.4136826,1.353387
7,0.4740113,0.2458959,0.3813934,0.9481078,0.5045981,0.2900614,1.012963
8,0.6013002,0.5112014,0.6786842,0.8431162,0.4713307,0.5021686,0.699495
9,0.6161412,0.5334275,0.7045372,0.9538125,0.4346281,0.4543006,0
10,0.5006181,0.3828935,0.4263812,0.9262829,0.4359258,0.331607,0.6114222
11,0.747712,0.939439,0.8497847,1.080231,0.4240479,0.4450572,0
12,0.6214919,0.5556538,0.7453532,0.9618021,0.4051128,0.4395377,3.231615
13,0.6304867,0.5778798,0.7632484,1.027183,0.3802995,0.4038229,1.855059
14,0.5127169,0.2493654,0.5844328,0.98391,0.3856073,0.360269,1.754339
15,0.7649267,0.9804583,0.9659798,1.161053,0.3210967,0.396046,2.786663
16,0.6407145,0.6512544,0.8091345,1.081841,0.3325637,0.3287792,1.286973
17,0.6141039,0.5778798,0.7632483,1.100553,0.3259711,0.302867,1.107823
18,0.4781806,0.2886605,0.4477223,1.130435,0.3363986,0.1876868,4.099821
19,0.5090181,0.2586013,0.6060786,1.085693,0.3305205,0.2641973,1.04075

