step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6074276,0.6521218,0.693398,0.74331,0.5023179,0.4459904,23.43905
1,0.6585438,0.789129,0.764683,0.8200144,0.4998567,0.419036,1.749262
2,0.4818967,0.3369465,0.3700015,0.8350151,0.4910917,0.3764288,2.277166
3,0.6401495,0.7891289,0.7138188,0.9013129,0.4159238,0.3805632,1.798744
4,0.4517761,0.2352048,0.3648108,0.8751765,0.4765648,0.3071239,3.098548
5,0.6271891,0.6847281,0.7280679,0.8919716,0.4520861,0.3790919,1.657723
6,0.6869881,0.8267065,0.7478105,0.9644924,0.4770538,0.4188774,4.708584
7,0.6144093,0.5547721,0.6892632,0.9375961,0.4604728,0.4299421,3.276598
8,0.6758248,0.8642842,0.7818017,0.9796877,0.392817,0.3605336,2.619305
9,0.7136117,0.9018617,0.8739233,1.015256,0.3998852,0.3771324,5.479215
10,0.6227933,0.5556536,0.7001686,1.019545,0.4228312,0.4157681,1.620687
11,0.6402364,0.6030132,0.7491986,1.009719,0.4093091,0.429942,2.209166
12,0.7068788,0.9394394,0.8497847,1.058063,0.3466031,0.3405039,7.654963
13,0.7034748,0.9104261,0.8837758,1.053388,0.3677072,0.3020768,2.512353
14,0.7588673,1.014595,0.9831638,1.132401,0.3498996,0.3142769,2.455809
15,0.5527008,0.4288406,0.6206885,1.093197,0.3008849,0.3198931,3.101042
16,0.5372106,0.413525,0.5532541,1.096959,0.3279062,0.2944089,3.166359
17,0.7293103,0.9770169,0.9467499,1.171449,0.2999139,0.2514215,3.724215
18,0.7289563,1.014594,0.9177672,1.214812,0.2772825,0.220326,3.66505
19,0.6423271,0.6753751,0.8391029,1.155315,0.2748024,0.2670403,5.546535

