edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.637799,0.637799,0.637799,0.6074276,0.6074276
0.704567,0.704567,0.704567,0.6084898,0.6405155
0.4772953,0.4772953,0.5227519,0.4091102,0.4318386
0.6851321,0.6851321,0.7474168,0.5294203,0.5605627
0.4541197,0.4541197,0.5189939,0.3892455,0.3676207
0.6753674,0.6753674,0.7674628,0.5525733,0.4911763
0.7591251,0.7591251,0.8581412,0.5940979,0.5610924
0.6500152,0.6500152,0.7065382,0.480446,0.5087076
0.7567129,0.7567129,0.8197722,0.5044753,0.5675347
0.8180764,0.8180764,0.8835225,0.523569,0.5562921
0.6878116,0.6878116,0.7703488,0.4401994,0.4677119
0.7053993,0.7053993,0.7618312,0.4232396,0.4796716
0.8285286,0.8285286,0.8922616,0.4461309,0.5098639
0.8481084,0.8481084,0.9109312,0.43976,0.4711714
0.931275,0.931275,0.9977946,0.4323777,0.4656376
0.6173156,0.6173156,0.6859062,0.2972261,0.2972261
0.596584,0.596584,0.6883661,0.2753465,0.2753465
0.8948154,0.8948154,1.027381,0.3976958,0.3645545
0.9056641,0.9056641,1.035045,0.3881418,0.3557967
0.7720193,0.7720193,0.8823077,0.3032933,0.3032933

