option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5133444,0.3109527,0.4921123,0.6773376,0.501816,0.5845035,4.55402
chosenOption,0.6147863,0.5066139,0.7361539,0.7432478,0.5016862,0.5862297,3.187593
chosenOption,0.634007,0.5651419,0.7297549,0.7844163,0.5158377,0.5748846,5.063725
chosenOption,0.4742602,0.5210376,0.5119,0.6444064,0.4559794,0.2379776,10.0687
chosenOption,0.6230111,0.5987153,0.7629487,0.6860703,0.4778706,0.5894507,6.118823
chosenOption,0.6470474,0.6194554,0.8516836,0.7237784,0.4900049,0.5503145,14.74927
chosenOption,0.6348595,0.6280496,0.8339062,0.7060229,0.4510825,0.5552367,5.775385
chosenOption,0.6273072,0.5642505,0.9489684,0.6006597,0.4326676,0.5899901,3.253643
chosenOption,0.6229706,0.5579524,0.981334,0.6103257,0.3856759,0.579565,11.0036
chosenOption,0.5722148,0.4055894,0.8579316,0.566861,0.3760809,0.6546108,18.07501
chosenOption,0.5000889,0.3078849,0.676608,0.5501673,0.400439,0.5653453,7.193529
chosenOption,0.6310366,0.5089847,1.033175,0.5569869,0.4022158,0.6538207,3.431861
chosenOption,0.6086454,0.4536154,1.039689,0.5186861,0.3963528,0.6348839,14.90986
chosenOption,0.4584897,0.4862311,0.7122064,0.4912058,0.3453108,0.2574942,6.942107
chosenOption,0.6280372,0.5095677,1.11114,0.5532348,0.3505247,0.6157189,11.81818
chosenOption,0.4976638,0.2943024,0.7574474,0.4990135,0.3713067,0.566249,16.00293
chosenOption,0.5320013,0.3166021,0.7243451,0.5755005,0.3370725,0.7064864,7.137295
chosenOption,0.5931243,0.3849596,1.082826,0.5028574,0.3474928,0.6474852,3.786962
chosenOption,0.6335286,0.4617802,1.246857,0.4976236,0.3303939,0.6309882,10.72187
chosenOption,0.6055445,0.4121991,1.221978,0.4818442,0.3227946,0.5889065,23.61251

