option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.514931,0.4834989,0.3630943,0.7333131,0.7409012,0.2538471,1.583381
alt1,0.5555514,0.5212098,0.570949,0.704717,0.4334346,0.5474464,6.823285
alt1,0.5011374,0.4767046,0.4288883,0.6739978,0.6510388,0.2750574,10.88422
alt1,0.4835294,0.5012931,0.3694886,0.6937891,0.5937165,0.2593595,14.37201
alt1,0.4750437,0.4900936,0.3787214,0.6802108,0.5823853,0.2438072,14.77637
alt1,0.4746147,0.517713,0.3738753,0.6637163,0.5856613,0.2321078,15.78707
alt1,0.6184508,0.7517979,0.6801313,0.6448443,0.5007067,0.5147738,16.44493
alt1,0.4806853,0.5703039,0.3755326,0.6472511,0.5762085,0.23413,29.66684
alt1,0.4689714,0.5058382,0.3854524,0.6251543,0.486426,0.3419862,20.1859
alt1,0.6464952,1.229142,0.5525608,0.6095884,0.6747327,0.1664523,21.06185
alt1,0.4676904,0.5825917,0.3929335,0.6104432,0.5356126,0.2168706,34.45264
alt1,0.5868782,0.8623486,0.6772258,0.5885077,0.3956235,0.4106856,31.99742
alt1,0.4602269,0.5859585,0.3845812,0.5680215,0.4605755,0.3019976,32.58714

