1,ConeBurst, Task1,1.05757,1.009067,0.9845602,1.01325,0.9355534,3,,,,,,,,,,,,,,
2,ConeBurst, Task1,1.042874,1.02237,0.9693177,0.976606,0.9888324,3,,,,,,,,,,,,,,
3,ConeBurst, Task1,1.073013,1.020936,0.9705997,1.003403,0.9320489,3,,,,,,,,,,,,,,
4,ConeBurst, Task1,1.109912,1.023756,0.9597324,1.006266,0.9003336,3,,,,,,,,,,,,,,
5,ConeBurst, Task1,1.092138,1.022184,0.9607763,0.9770273,0.9478743,3,,,,,,,,,,,,,,
6,ConeBurst, Task1,1.107657,1.026794,0.9628848,0.9908239,0.9118408,3,,,,,,,,,,,,,,
7,ConeBurst, Task1,1.077624,1.031761,0.9633723,0.9655218,0.9617198,3,,,,,,,,,,,,,,
8,ConeBurst, Task1,1.033562,1.01144,0.9877802,0.9872843,0.9799335,3,,,,,,,,,,,,,,
9,ConeBurst, Task1,0.9959372,1.008913,1.004947,0.9873387,1.002864,3,,,,,,,,,,,,,,
10,ConeBurst, Task1,0.97555,1.007807,1.022897,1.007894,0.9858524,3,,,,,,,,,,,,,,
11,ConeBurst, Task1,0.9929548,1.013124,1.018349,1.026514,0.9490582,3,,,,,,,,,,,,,,
12,ConeBurst, Task1,0.9905942,1.015987,1.016967,0.9942064,0.9822449,3,,,,,,,,,,,,,,
13,ConeBurst, Task1,0.9775422,1.009619,1.013809,0.9814029,1.017627,3,,,,,,,,,,,,,,
14,ConeBurst, Task1,0.9996187,1.005493,1.01742,0.9921463,0.9853226,3,,,,,,,,,,,,,,
15,ConeBurst, Task1,1.02188,1.008273,1.012702,0.9931977,0.9639467,3,,,,,,,,,,,,,,
16,ConeBurst, Task1,1.035337,1.003456,1.014157,1.006004,0.9410452,3,,,,,,,,,,,,,,
17,ConeBurst, Task1,1.050901,1.00358,1.010456,1.006681,0.9283807,3,,,,,,,,,,,,,,
18,ConeBurst, Task1,1.066939,1.009349,1.004413,1.003899,0.9153996,3,,,,,,,,,,,,,,
19,ConeBurst, Task1,1.080449,1.011085,0.9985203,1.003474,0.906472,3,,,,,,,,,,,,,,
20,ConeBurst, Task1,1.087244,1.015407,0.9945501,0.9999524,0.9028458,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,1.05757,1.042874,1.073013,1.109912,1.092138,1.107657,1.077624,1.033562,0.9959372,0.97555,0.9929548,0.9905942,0.9775422,0.9996187,1.02188,1.035337,1.050901,1.066939,1.080449,1.087244
,,,1.009067,1.02237,1.020936,1.023756,1.022184,1.026794,1.031761,1.01144,1.008913,1.007807,1.013124,1.015987,1.009619,1.005493,1.008273,1.003456,1.00358,1.009349,1.011085,1.015407
,,,0.9845602,0.9693177,0.9705997,0.9597324,0.9607763,0.9628848,0.9633723,0.9877802,1.004947,1.022897,1.018349,1.016967,1.013809,1.01742,1.012702,1.014157,1.010456,1.004413,0.9985203,0.9945501
,,,1.01325,0.976606,1.003403,1.006266,0.9770273,0.9908239,0.9655218,0.9872843,0.9873387,1.007894,1.026514,0.9942064,0.9814029,0.9921463,0.9931977,1.006004,1.006681,1.003899,1.003474,0.9999524
,,,0.9355534,0.9888324,0.9320489,0.9003336,0.9478743,0.9118408,0.9617198,0.9799335,1.002864,0.9858524,0.9490582,0.9822449,1.017627,0.9853226,0.9639467,0.9410452,0.9283807,0.9153996,0.906472,0.9028458
