1,ForceDirectedAlgorithm, Task2,1.000026,1.000013,0.9999958,0.9999896,0.999975,3,,,,,,,,,,,,,,
2,ForceDirectedAlgorithm, Task2,1.000054,1.000024,0.9999908,0.999982,0.9999496,3,,,,,,,,,,,,,,
3,ForceDirectedAlgorithm, Task2,1.000053,1.000032,0.9999925,0.9999866,0.9999357,3,,,,,,,,,,,,,,
4,ForceDirectedAlgorithm, Task2,1.000072,1.00004,0.9999842,0.9999856,0.9999179,3,,,,,,,,,,,,,,
5,ForceDirectedAlgorithm, Task2,1.000085,1.000047,0.9999828,0.9999807,0.999904,3,,,,,,,,,,,,,,
6,ForceDirectedAlgorithm, Task2,1.0001,1.000061,0.9999771,0.999973,0.9998879,3,,,,,,,,,,,,,,
7,ForceDirectedAlgorithm, Task2,1.00011,1.000067,0.9999764,0.9999696,0.9998767,3,,,,,,,,,,,,,,
8,ForceDirectedAlgorithm, Task2,1.000124,1.000073,0.9999742,0.9999675,0.999861,3,,,,,,,,,,,,,,
9,ForceDirectedAlgorithm, Task2,1.000136,1.000082,0.9999722,0.9999596,0.9998501,3,,,,,,,,,,,,,,
10,ForceDirectedAlgorithm, Task2,1.000142,1.000087,0.9999725,0.9999577,0.9998415,3,,,,,,,,,,,,,,
11,ForceDirectedAlgorithm, Task2,1.000152,1.000093,0.9999699,0.999953,0.9998323,3,,,,,,,,,,,,,,
12,ForceDirectedAlgorithm, Task2,1.00015,1.000093,0.9999741,0.9999543,0.9998289,3,,,,,,,,,,,,,,
13,ForceDirectedAlgorithm, Task2,1.000156,1.000098,0.9999741,0.9999506,0.9998214,3,,,,,,,,,,,,,,
14,ForceDirectedAlgorithm, Task2,1.000164,1.000101,0.9999724,0.9999473,0.9998152,3,,,,,,,,,,,,,,
15,ForceDirectedAlgorithm, Task2,1.000171,1.000104,0.9999712,0.9999443,0.9998091,3,,,,,,,,,,,,,,
16,ForceDirectedAlgorithm, Task2,1.000177,1.000106,0.9999709,0.9999425,0.9998035,3,,,,,,,,,,,,,,
17,ForceDirectedAlgorithm, Task2,1.000182,1.000107,0.9999698,0.9999411,0.9997998,3,,,,,,,,,,,,,,
18,ForceDirectedAlgorithm, Task2,1.000185,1.00011,0.9999707,0.9999388,0.9997959,3,,,,,,,,,,,,,,
19,ForceDirectedAlgorithm, Task2,1.000188,1.000112,0.9999693,0.9999384,0.9997925,3,,,,,,,,,,,,,,
20,ForceDirectedAlgorithm, Task2,1.000189,1.000112,0.9999692,0.9999384,0.9997915,3,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,1.000026,1.000054,1.000053,1.000072,1.000085,1.0001,1.00011,1.000124,1.000136,1.000142,1.000152,1.00015,1.000156,1.000164,1.000171,1.000177,1.000182,1.000185,1.000188,1.000189
,,,1.000013,1.000024,1.000032,1.00004,1.000047,1.000061,1.000067,1.000073,1.000082,1.000087,1.000093,1.000093,1.000098,1.000101,1.000104,1.000106,1.000107,1.00011,1.000112,1.000112
,,,0.9999958,0.9999908,0.9999925,0.9999842,0.9999828,0.9999771,0.9999764,0.9999742,0.9999722,0.9999725,0.9999699,0.9999741,0.9999741,0.9999724,0.9999712,0.9999709,0.9999698,0.9999707,0.9999693,0.9999692
,,,0.9999896,0.999982,0.9999866,0.9999856,0.9999807,0.999973,0.9999696,0.9999675,0.9999596,0.9999577,0.999953,0.9999543,0.9999506,0.9999473,0.9999443,0.9999425,0.9999411,0.9999388,0.9999384,0.9999384
,,,0.999975,0.9999496,0.9999357,0.9999179,0.999904,0.9998879,0.9998767,0.999861,0.9998501,0.9998415,0.9998323,0.9998289,0.9998214,0.9998152,0.9998091,0.9998035,0.9997998,0.9997959,0.9997925,0.9997915
