step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4184591,0.2735505,0.2507343,0.6926561,0.6423745,0.23298,22.21922
1,0.4586436,0.3470118,0.2962424,0.7298836,0.635573,0.2845074,1.412126
2,0.5709394,0.6352097,0.5495902,0.7116829,0.5639525,0.3942618,1.005615
3,0.5437248,0.6455988,0.5048662,0.6814035,0.5263873,0.3603682,5.953073
4,0.5540249,0.6929563,0.5712287,0.6354185,0.4175616,0.4529594,6.675174
5,0.5831172,0.7218292,0.5577535,0.7079577,0.4366795,0.4913664,5.528208
6,0.6780474,0.9648832,0.7042632,0.673138,0.3445711,0.7033811,4.109848
7,0.4693716,0.4296338,0.3667762,0.7298837,0.4683169,0.3522474,3.432932
8,0.4322791,0.3556157,0.3259548,0.7272889,0.4496621,0.3028741,1.797616
9,0.5952694,0.7158852,0.6272537,0.718405,0.4040611,0.5107421,1.344338
10,0.6298003,0.7859467,0.671832,0.8042617,0.346918,0.5400428,8.941513
11,0.490406,0.4792069,0.4090969,0.8028719,0.3679633,0.3928911,5.077607
12,0.4826818,0.4622424,0.4696419,0.8162078,0.3566027,0.3087144,1.88776
13,0.6368058,0.8661953,0.7140357,0.7766227,0.260976,0.5661992,5.208878
14,0.6250191,0.8219417,0.72018,0.6857502,0.3108163,0.5864071,6.052525
15,0.4907032,0.5287797,0.5228555,0.7030317,0.2885169,0.4103321,1.121466
16,0.6465824,0.8749702,0.7666437,0.7184049,0.248653,0.6242399,4.0651
17,0.4845306,0.5223243,0.5506141,0.7498007,0.2250623,0.3748518,1.06647
18,0.5245671,0.5783526,0.4937371,0.8758603,0.2007071,0.4741787,1.665516
19,0.6716498,1.010502,0.8162894,0.8409755,0.1436457,0.5468365,2.343677

