step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5300628,0.5613904,0.439014,0.7172668,0.6192791,0.3133636,19.16987
1,0.5557599,0.5894598,0.5038739,0.7311469,0.549287,0.405032,3.145651
2,0.4393744,0.3765896,0.3344349,0.6169074,0.5813634,0.2875766,4.125331
3,0.441859,0.3666059,0.3724748,0.6742585,0.5511133,0.2448425,2.165095
4,0.4101308,0.3686998,0.3257818,0.5836511,0.5000756,0.2724457,5.171795
5,0.4460375,0.4131093,0.408481,0.6071637,0.4808615,0.320572,4.911039
6,0.4202293,0.3994246,0.3529303,0.6160762,0.437566,0.2951494,2.301737
7,0.6885305,0.9382493,0.6762801,0.7208844,0.3516884,0.7555503,3.063847
8,0.5655064,0.6893713,0.6288962,0.7090444,0.4005477,0.3996725,4.009317
9,0.47144,0.4303636,0.4372526,0.7807204,0.4214395,0.2874239,3.753738
10,0.4745673,0.4792959,0.4256445,0.7143139,0.3875755,0.3660067,3.4958
11,0.7661351,1.046509,0.8387143,0.7801098,0.2787861,0.8865563,7.718418
12,0.6140848,0.814016,0.6365702,0.8248568,0.3406035,0.4543773,1.855188
13,0.4798044,0.5135313,0.4560475,0.7143139,0.3229797,0.3921497,4.58794
14,0.448484,0.4762367,0.4208012,0.6809262,0.3125472,0.3519089,1.168367
15,0.6345732,0.8982244,0.7255906,0.8044114,0.2585626,0.4860768,3.276399
16,0.4585827,0.5069618,0.4479499,0.7133512,0.2500377,0.3746127,3.465677
17,0.6446761,0.9014846,0.8224016,0.7765725,0.2002738,0.5226481,1.244009
18,0.6691191,0.9824321,0.7682739,0.8607202,0.1857836,0.5483859,10.20467
19,0.5079976,0.5948772,0.5882124,0.7349876,0.160287,0.4616238,1.233159

