edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6354247,0.6354247,0.6051664,0.5749081,0.6354247
0.6897273,0.6897273,0.5956736,0.5643224,0.6897273
0.7028642,0.7028642,0.5806271,0.5195084,0.7028642
0.7304349,0.7304349,0.5478263,0.4869567,0.7304349
0.8071408,0.8071408,0.6134271,0.4842845,0.8071408
0.7921439,0.7921439,0.5788745,0.4265391,0.7921439
0.6607252,0.6607252,0.5082502,0.3557751,0.6607252
0.6617762,0.6617762,0.5345117,0.3563411,0.6617762
0.8188589,0.8188589,0.6672185,0.3942654,0.8188589
0.8911316,0.8911316,0.700175,0.3819136,0.8911316
0.9495257,0.9495257,0.7203299,0.3601649,0.9495257
0.7687083,0.7687083,0.6096653,0.2915791,0.7687083
0.9326746,0.9326746,0.6839615,0.3108916,0.9326746
0.9674891,0.9674891,0.655396,0.3120933,0.9674891
0.9883256,0.9883256,0.6794741,0.2779666,0.9883256
1.036468,1.036468,0.6909786,0.2512649,1.036468
1.073642,1.073642,0.7262871,0.2210438,1.073642
1.095147,1.095147,0.7509581,0.1877394,1.095147
1.150998,1.150998,0.7353604,0.1598609,1.150998
1.165071,1.165071,0.6927451,0.1259536,1.165071

