option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6883752,0.8129455,0.6287908,0.7456205,0.5114157,0.7431033,22.20836
chosenOption,0.6914163,0.8427475,0.6362353,0.7262614,0.4803706,0.7714668,4.457652
chosenOption,0.7010471,0.823846,0.6609901,0.6898376,0.4498509,0.8807108,10.03302
chosenOption,0.7075813,0.9110401,0.6696966,0.6470445,0.4441225,0.8660032,4.266442
chosenOption,0.699196,0.8743556,0.6705028,0.6074114,0.399393,0.9443175,4.998381
chosenOption,0.5990524,0.7403262,0.5543581,0.5680533,0.5020164,0.6305081,25.41056
chosenOption,0.7002324,0.9651017,0.6778206,0.5896837,0.3885674,0.8799888,5.717534
chosenOption,0.7161458,1.02314,0.6981938,0.5350978,0.3785958,0.9457017,4.027953
chosenOption,0.7074852,0.9748479,0.7011918,0.4984715,0.3363663,1.026549,2.920303
chosenOption,0.7140712,1.014933,0.7289631,0.4955346,0.2805112,1.050413,13.67775
chosenOption,0.6086581,0.9084138,0.5833182,0.4651547,0.3768723,0.7095317,11.86087
chosenOption,0.7117947,1.11256,0.6822259,0.4714954,0.2862732,1.006418,6.733326
chosenOption,0.5962301,0.9299838,0.5829228,0.4395453,0.2965338,0.7321648,19.46024
chosenOption,0.7226852,1.15465,0.7580417,0.4096768,0.2242501,1.066807,18.28133
chosenOption,0.7344956,1.254826,0.7229428,0.3670146,0.2366266,1.091068,5.099446
chosenOption,0.5893397,1.08227,0.5765507,0.3456869,0.2080697,0.7341217,36.89389
chosenOption,0.7229342,1.315234,0.6911138,0.3501806,0.1972935,1.060849,22.87812
chosenOption,0.7286638,1.365569,0.6274368,0.3276607,0.1669531,1.155699,20.06138
chosenOption,0.73913,1.370703,0.6890359,0.2858997,0.1396709,1.210341,9.154203
chosenOption,0.7269803,1.419174,0.6014207,0.2713405,0.1485286,1.194438,10.11233

