UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.003857,0.9727204,0.9198099,0.7988826,1.30473,0
0,0,ConeBurst,Task,1.001508,0.9723976,0.8505067,0.6125729,1.563015,0
0,0,ConeBurst,Task,0.9455448,0.9642907,0.7898976,0.5301669,1.7701,0
0,0,ConeBurst,Task,0.9653432,0.9795952,0.782936,0.524211,1.747914,0
0,0,ConeBurst,Task,0.9446876,0.9606242,0.7452991,0.4746734,1.874716,0
0,0,ConeBurst,Task,0.9589821,0.9821039,0.738821,0.4749689,1.845124,0
0,0,ConeBurst,Task,0.9403613,0.9699447,0.7205189,0.4530662,1.916109,0
0,0,ConeBurst,Task,0.9475514,0.977757,0.7159001,0.4473375,1.911454,0
0,0,ConeBurst,Task,0.9543244,0.9774735,0.7159196,0.4437455,1.908537,0
0,0,ConeBurst,Task,0.9477962,0.9715177,0.7091794,0.4335068,1.938,0
0,0,ConeBurst,Task,0.943047,0.9660453,0.7022231,0.426052,1.962633,0
0,0,ConeBurst,Task,0.9439457,0.9701982,0.7087896,0.4317524,1.945314,0
0,0,ConeBurst,Task,0.9406026,0.967985,0.7047633,0.4274396,1.95921,0
0,0,ConeBurst,Task,0.9419402,0.968689,0.7051973,0.4254611,1.958712,0
0,0,ConeBurst,Task,0.9403304,0.9672071,0.703557,0.423078,1.965827,0
0,0,ConeBurst,Task,0.9415366,0.9668183,0.7034231,0.4233351,1.964887,0
0,0,ConeBurst,Task,0.94175,0.9678001,0.7049752,0.4246713,1.960803,0
0,0,ConeBurst,Task,0.9409562,0.9669685,0.7039134,0.4236853,1.964477,0
0,0,ConeBurst,Task,0.9412733,0.9671348,0.7040159,0.4232192,1.964357,0
0,0,ConeBurst,Task,0.9408888,0.966781,0.7036249,0.4226545,1.966051,0

