option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6346257,0.6791751,0.500657,0.7216218,0.4721148,0.7995596,111.5802
chosenOption,0.6363738,0.6957973,0.5076218,0.7450361,0.4230117,0.8104019,4.663001
chosenOption,0.6309206,0.6655199,0.5256068,0.7046301,0.4099313,0.8489153,4.776251
chosenOption,0.5763654,0.6408944,0.5102492,0.6710907,0.4749717,0.5846209,14.23616
chosenOption,0.6421183,0.7094473,0.52183,0.6683879,0.4004275,0.9104987,7.936691
chosenOption,0.5778962,0.7064037,0.5405999,0.6523086,0.4426483,0.5475205,1.732734
chosenOption,0.6327562,0.7095664,0.5717747,0.6442029,0.3621378,0.8760992,8.072581
chosenOption,0.5741248,0.6844575,0.5518727,0.6115305,0.4179565,0.6048062,4.308142
chosenOption,0.5733671,0.7484574,0.5210389,0.612736,0.3620928,0.6225103,15.5442
chosenOption,0.6454868,0.8108485,0.576984,0.6253253,0.2998636,0.9144126,7.220535
chosenOption,0.6498911,0.7863833,0.5624691,0.5808969,0.303373,1.016333,7.893976
chosenOption,0.4485703,0.5639436,0.4295831,0.5652415,0.3680277,0.3160559,13.6707
chosenOption,0.6401672,0.7611349,0.5936343,0.5882462,0.2879033,0.9699171,8.946557
chosenOption,0.5849727,0.7882186,0.525979,0.5848557,0.3006431,0.7251673,11.40162
chosenOption,0.6531313,0.8186525,0.581912,0.5941816,0.2437316,1.027179,15.10134
chosenOption,0.5822641,0.8098656,0.5125877,0.5529119,0.3085638,0.7273917,4.397886
chosenOption,0.4422427,0.6053794,0.4281765,0.5412422,0.3086523,0.3277633,9.619935
chosenOption,0.6550307,0.836172,0.5635896,0.5612637,0.2556901,1.058438,4.527605
chosenOption,0.5871504,0.8482703,0.5215439,0.5589078,0.2519817,0.7550481,11.81595
chosenOption,0.658591,0.8855603,0.5752779,0.5627931,0.2023729,1.066951,3.816362

