option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.5841116,0.6791751,0.5203125,0.7200485,0.5468572,0.4541646,64.96968
alt2,0.4545703,0.4263694,0.2899195,0.7198197,0.6660224,0.1707203,11.0125
alt2,0.498211,0.532821,0.3363614,0.7294233,0.5877859,0.3046635,1.698514
alt2,0.4740579,0.4852783,0.3862242,0.6908949,0.5315611,0.2763312,3.995084
alt2,0.5920008,0.7262508,0.4733746,0.6746727,0.5069606,0.5787456,12.7983
alt2,0.643407,0.7231351,0.5303038,0.6859317,0.3567326,0.9209319,1.268565
alt2,0.5820372,0.7971113,0.5259327,0.6289262,0.4067652,0.5514506,4.492173
alt2,0.6355297,0.7009174,0.5589958,0.5939817,0.3775336,0.9462197,3.815493
alt2,0.4608217,0.5405189,0.4374484,0.6057721,0.4378371,0.2825319,3.402759
alt2,0.4486544,0.5414298,0.3784465,0.572922,0.4318547,0.3186193,2.521445
alt2,0.454913,0.5526274,0.4310324,0.5644571,0.384227,0.3422213,4.790163
alt2,0.5730077,0.7808936,0.5116706,0.5717394,0.3043602,0.6963747,4.234913
alt2,0.4718229,0.6093712,0.3798956,0.6089444,0.4128143,0.3480893,1.963325
alt2,0.6320307,0.7520382,0.5363414,0.5334082,0.3006642,1.037701,4.956545
alt2,0.4363269,0.5466408,0.3816789,0.5443881,0.3510151,0.3579117,7.360281
alt2,0.4430485,0.5559613,0.4330156,0.5322594,0.3086779,0.3853283,0.9438367
alt2,0.6472696,0.8187355,0.5729745,0.5106412,0.24912,1.084877,4.956867
alt2,0.5758619,0.836172,0.5857159,0.56004,0.2961694,0.6012124,2.411101
alt2,0.636671,0.8093335,0.5318189,0.5097429,0.2519995,1.08046,16.36089
alt2,0.5845987,0.9491554,0.5463759,0.5270225,0.2314171,0.6690225,2.339563

