edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6346257,0.6346257,0.6663569,0.6028944,0.6663569
0.6363738,0.6681924,0.7000111,0.5727364,0.7000111
0.6309207,0.6940127,0.6940127,0.5362826,0.7255587
0.5763654,0.6340019,0.6340019,0.4899105,0.6628201
0.6421183,0.7384359,0.7063301,0.5136946,0.7705418
0.5778962,0.6934754,0.606791,0.462317,0.6934754
0.6327562,0.7909451,0.6960318,0.4745671,0.7909451
0.5741247,0.7176557,0.6315371,0.4305935,0.7176557
0.6020354,0.7167087,0.659372,0.4300252,0.7167087
0.6777611,0.8391326,0.774584,0.4518407,0.8391326
0.6823856,0.8773527,0.7798691,0.4224291,0.8773527
0.4485703,0.5831413,0.5382843,0.3139992,0.5831413
0.6401671,0.8642254,0.7682005,0.4161086,0.8642254
0.6142213,0.789713,0.7312158,0.3509836,0.789713
0.6857879,0.9143836,0.8490706,0.3592222,0.9143836
0.6404905,0.8151696,0.7860564,0.3202452,0.8151696
0.4643548,0.5970275,0.5970275,0.2653456,0.5970275
0.6877821,0.8842911,0.8842911,0.3602668,0.9170426
0.6458654,0.7926528,0.8220103,0.2935751,0.8220103
0.7244501,0.9220272,0.9549567,0.2963659,0.9549567

