step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4787236,0.4642487,0.3347756,0.6937117,0.634705,0.2661768,37.17277
1,0.6031463,0.695262,0.4541676,0.7648275,0.5678341,0.53364,24.5216
2,0.6029204,0.7451907,0.5089981,0.7799426,0.4535691,0.5269015,1.739706
3,0.6581827,0.6633482,0.5686897,0.7538385,0.4159839,0.8890535,5.702461
4,0.4882375,0.4642487,0.3682531,0.7630829,0.5394993,0.3061034,8.063237
5,0.5176668,0.5310821,0.3878506,0.8269971,0.5146704,0.3277336,1.806022
6,0.4950744,0.4772874,0.4603972,0.7362595,0.4783531,0.3230748,3.640301
7,0.463339,0.4260411,0.3643849,0.8046901,0.5204221,0.201157,1.220898
8,0.6678448,0.6633484,0.5981469,0.7493744,0.372133,0.9562216,5.075084
9,0.6361043,0.7824505,0.6059504,0.8153945,0.3779742,0.5987517,1.82109
10,0.6547266,0.7300245,0.5904179,0.8740887,0.4184042,0.6606975,3.887766
11,0.7157196,0.6965154,0.6979373,0.822369,0.3181053,1.043671,8.161613
12,0.6385707,0.679175,0.6764065,0.8640582,0.3828,0.590414,13.56862
13,0.5301608,0.5310822,0.4353491,0.8213992,0.5264148,0.3365586,2.977123
14,0.6544411,0.7824502,0.6544258,0.8862984,0.3023794,0.6466519,6.502197
15,0.7381283,0.6965154,0.7378188,0.9441396,0.2467708,1.065397,1.443155
16,0.6758945,0.7470927,0.6442308,0.9918805,0.2757963,0.7204722,9.084245
17,0.5565187,0.5576364,0.4553032,1.014951,0.3860027,0.3687003,3.45358
18,0.5423022,0.5576367,0.4353492,0.9240739,0.4454277,0.3490236,7.092738
19,0.5247634,0.5106737,0.451947,0.9711964,0.3173524,0.3726475,1.013829

