option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt1,0.4893644,0.2921322,0.4391108,0.7030054,0.7243592,0.2882146,16.46856
alt1,0.5827312,0.6638508,0.6114117,0.7135149,0.5839559,0.3409227,19.71292
alt1,0.6075646,0.5328665,0.5682077,0.6574277,0.3615721,0.9177489,21.61718
alt1,0.4930198,0.3044224,0.4552716,0.6848347,0.6852934,0.3352768,26.83471
alt1,0.6362982,0.7561238,0.705159,0.7648586,0.6478838,0.3074658,26.03213
alt1,0.5171265,0.3474276,0.4632492,0.7156472,0.7136605,0.3456483,31.33321
alt1,0.5064409,0.2961269,0.4467506,0.6641004,0.7548109,0.3704159,32.68114
alt1,0.6239328,0.7185124,0.5295365,0.7296802,0.3829097,0.7590249,36.66286
alt1,0.5131339,0.2914182,0.5092654,0.6960507,0.466999,0.6019362,37.65144
alt1,0.5242014,0.3168497,0.4738846,0.6977974,0.7955042,0.3369713,40.52156

