option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.6207563,0.7394044,0.5234527,0.7010217,0.713771,0.4261317,31.04935
chosenOption,0.6367666,0.7677019,0.5455624,0.7079959,0.4557717,0.7068012,5.284001
chosenOption,0.4812942,0.5092264,0.2685877,0.6731904,0.8217363,0.1337299,8.941985
chosenOption,0.6345475,0.7898378,0.6531307,0.6548609,0.7145696,0.3603386,9.402542
chosenOption,0.6413835,0.8157576,0.5785023,0.6664697,0.4881373,0.6580509,4.836394
chosenOption,0.6467584,0.873225,0.6804404,0.647186,0.6691234,0.3638169,5.907114
chosenOption,0.6338043,0.8503888,0.6854876,0.6181859,0.6846544,0.3303046,5.211478
chosenOption,0.6664655,0.9028136,0.6658387,0.6742483,0.4245999,0.6648266,2.625462
chosenOption,0.6452435,0.9235226,0.6968523,0.6115139,0.6772988,0.3170296,2.76062
chosenOption,0.6366379,0.9164005,0.7472539,0.5788695,0.633675,0.3069902,4.628666
chosenOption,0.6665741,0.969258,0.7196882,0.6392504,0.3925591,0.6121148,1.881703
chosenOption,0.6642157,1.037242,0.727161,0.5556238,0.3511944,0.6498576,1.631505
chosenOption,0.6316483,0.9326374,0.6308677,0.5936196,0.3397529,0.661364,1.820964
chosenOption,0.6068147,0.9147965,0.6337841,0.5159607,0.4864592,0.4830734,0.9763538
chosenOption,0.6854764,1.157299,0.8496261,0.5404561,0.3659448,0.5140556,2.065699
chosenOption,0.696505,1.184881,0.8684199,0.4867228,0.4560321,0.4864686,2.15737
chosenOption,0.7301086,1.267112,0.9462746,0.5028948,0.3457135,0.5885478,1.155926
chosenOption,0.724134,1.319742,0.9446211,0.4488057,0.3694038,0.5380976,1.654249
chosenOption,0.6077899,1.112143,0.7197428,0.4039751,0.3861291,0.4169594,2.431068
chosenOption,0.6976287,1.40719,0.9773194,0.400401,0.2648242,0.438409,1.340648

