step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6207563,0.7394044,0.5234527,0.7010217,0.713771,0.4261317,31.04935
1,0.6310037,0.7282553,0.5204933,0.7043777,0.4608313,0.7410611,5.284001
2,0.4766501,0.4769891,0.2548631,0.6725183,0.8378893,0.1409904,8.941985
3,0.6107795,0.7131596,0.605271,0.6381963,0.7203079,0.3769628,9.402542
4,0.6283844,0.7394044,0.5445655,0.647934,0.4919457,0.7180722,4.836394
5,0.6394792,0.7854593,0.6652394,0.6699665,0.678925,0.397806,5.907114
6,0.6272051,0.7763744,0.6738732,0.6208487,0.7004393,0.3644901,5.211478
7,0.6734706,0.8383435,0.6513787,0.6666557,0.4388387,0.7721362,2.625462
8,0.656333,0.8764504,0.6812354,0.6403368,0.7124498,0.3711925,2.76062
9,0.639974,0.8503147,0.735134,0.5863571,0.663574,0.3644901,4.628666
10,0.6722364,0.8764502,0.70802,0.6274406,0.415742,0.7335294,1.881703
11,0.6757672,0.9169663,0.7120016,0.5823247,0.3792367,0.7883069,1.631505
12,0.6522055,0.8347349,0.6354503,0.6079434,0.3714991,0.8113998,1.820964
13,0.6279674,0.8219836,0.6391128,0.5659721,0.5309094,0.5818591,0.9763538
14,0.6949564,1.000912,0.8236298,0.5955964,0.414221,0.6404229,2.065699
15,0.7202602,1.027091,0.8457677,0.5592403,0.519462,0.64974,2.15737
16,0.7738277,1.100709,0.9174128,0.6191266,0.4206538,0.811236,1.155926
17,0.7861485,1.143044,0.929037,0.6160496,0.453536,0.789076,1.654249
18,0.6869239,0.9589814,0.7164875,0.5625226,0.5426739,0.6539543,2.431068
19,0.7581609,1.167731,0.9503424,0.5583715,0.3866063,0.7277534,1.340648

