userID,stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
3,1,ForceDirectedAlgorithm, Task2,1.014313,1.049453,0.9953827,0.9913461,0.9495052,4
3,2,ForceDirectedAlgorithm, Task2,1.026947,1.093669,0.9982112,0.9863992,0.8947734,4
3,3,ForceDirectedAlgorithm, Task2,1.044049,1.147707,0.9971313,0.9633575,0.8477557,4
3,4,ForceDirectedAlgorithm, Task2,1.051727,1.218459,0.9760921,0.9421436,0.811578,4
3,5,ForceDirectedAlgorithm, Task2,1.01066,1.17758,1.002222,0.9998886,0.8096483,4
3,6,ForceDirectedAlgorithm, Task2,1.026711,1.231934,1.001991,0.9770222,0.7623424,4
3,7,ForceDirectedAlgorithm, Task2,1.040844,1.307429,0.9776986,0.9454588,0.7285697,4
3,8,ForceDirectedAlgorithm, Task2,1.048453,1.381998,0.9553245,0.9233736,0.6908514,4
3,9,ForceDirectedAlgorithm, Task2,0.9943674,1.419024,1.001211,0.9272265,0.6581711,4
3,10,ForceDirectedAlgorithm, Task2,1.030866,1.381031,0.9461586,0.9375339,0.7044099,4
3,11,ForceDirectedAlgorithm, Task2,1.043027,1.456977,0.9268798,0.903626,0.6694901,4
3,12,ForceDirectedAlgorithm, Task2,0.97553,1.480425,0.9580623,0.9017575,0.6842254,4
3,13,ForceDirectedAlgorithm, Task2,0.9728914,1.569711,0.9313724,0.8739845,0.6520405,4
3,14,ForceDirectedAlgorithm, Task2,0.9447389,1.569802,0.893024,0.8811141,0.7113214,4
3,15,ForceDirectedAlgorithm, Task2,0.9444494,1.653614,0.8699435,0.8568665,0.6751261,4
3,16,ForceDirectedAlgorithm, Task2,0.9382654,1.743482,0.846414,0.8257485,0.6460904,4
3,17,ForceDirectedAlgorithm, Task2,0.9346053,1.837667,0.8190567,0.7978951,0.6107761,4
3,18,ForceDirectedAlgorithm, Task2,0.9156902,1.943872,0.7921637,0.7708015,0.577473,4
3,19,ForceDirectedAlgorithm, Task2,0.9071098,2.039994,0.7593316,0.7409739,0.5525898,4
3,20,ForceDirectedAlgorithm, Task2,0.8898163,2.147305,0.7287825,0.710534,0.5235623,4

