step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5946773,0.5192502,0.7619695,0.7237517,0.527704,0.4407108,18.59458
1,0.6117309,0.5452129,0.7960046,0.8171415,0.5405611,0.3597346,5.209191
2,0.6210319,0.571175,0.7569323,0.8412172,0.5112989,0.4245363,5.679391
3,0.6494167,0.5414961,0.9034702,0.8479357,0.5589311,0.3952503,7.540572
4,0.4524922,0.3104079,0.4860208,0.6657012,0.5312635,0.2690677,3.03176
5,0.6297047,0.5971378,0.871815,0.817142,0.540561,0.3218678,5.708223
6,0.6885933,0.6960314,0.9871494,0.8265335,0.5270061,0.406246,4.508377
7,0.6636922,0.6490626,0.9524619,0.8323144,0.5540892,0.3305331,8.79444
8,0.5881431,0.4710633,0.7496468,0.8424091,0.5512254,0.3263706,11.3513
9,0.5706152,0.4710632,0.6914831,0.783031,0.5637314,0.3437676,5.530747
10,0.7245444,0.7540346,1.069412,0.8641035,0.5797067,0.3554653,20.94567
11,0.5951848,0.489181,0.7784797,0.8790355,0.5261696,0.3030583,5.219841
12,0.6871415,0.6356695,1.060595,0.9216691,0.5323153,0.2854585,7.950415
13,0.6243487,0.5520104,0.8510191,0.8793327,0.508297,0.3310843,15.3914
14,0.7095544,0.7269502,1.061339,0.9727876,0.5405611,0.2461342,5.523937
15,0.7662254,0.8410381,1.192805,0.9392429,0.5533564,0.3046845,10.56274
16,0.7318373,0.7788751,1.142954,0.9408772,0.5540892,0.242391,12.07533
17,0.7369226,0.7298424,1.21772,0.9585358,0.5589312,0.2195834,6.418439
18,0.779923,0.9280416,1.257,0.9247708,0.5488804,0.2409223,11.55464
19,0.8138319,0.9570428,1.364312,0.9365405,0.514791,0.2964731,15.29538

