step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5060887,0.3623563,0.4729555,0.6924229,0.5298983,0.4728106,16.73824
1,0.591079,0.4515086,0.4966033,0.7647389,0.5067827,0.7357614,5.49773
2,0.5982314,0.4337223,0.4455194,0.7581698,0.5667279,0.787018,1.7612
3,0.6207412,0.4534369,0.4599957,0.8684,0.6343993,0.6874743,8.74066
4,0.5851294,0.4731518,0.600637,0.7722256,0.5600784,0.5195545,4.249199
5,0.5118451,0.3241335,0.4428592,0.7144837,0.5299082,0.5478408,8.567768
6,0.5852305,0.4731517,0.7294451,0.7738125,0.5082971,0.4414459,4.12019
7,0.5535374,0.4166666,0.4213434,0.8447021,0.5425389,0.5424358,17.5158
8,0.4916747,0.2810884,0.4473606,0.8253572,0.5537061,0.3508611,3.331191
9,0.4849795,0.2810882,0.4351577,0.845269,0.5561196,0.3072631,0.9969286
10,0.6006157,0.5125812,0.753637,0.7626175,0.6083116,0.3659312,3.310072
11,0.6877399,0.7009876,1.028659,0.868502,0.5540892,0.2864619,0
12,0.6213068,0.5322956,0.7378585,0.9323403,0.5672746,0.3367648,1.38923
13,0.7155255,0.6592129,1.181659,0.9601455,0.51386,0.2627502,9.494674
14,0.5447007,0.4292942,0.488393,0.9893106,0.5118921,0.3046134,1.499871
15,0.5667372,0.5254166,0.5619648,0.8908907,0.5505619,0.3048521,9.818829
16,0.5591824,0.4227827,0.577642,0.8845987,0.5564037,0.3544851,3.532349
17,0.6554949,0.6111539,0.9421991,0.9145061,0.533712,0.2759036,2.420813
18,0.6738881,0.6308685,0.8744982,1.006927,0.6240022,0.2331448,10.76002
19,0.6760157,0.7769291,0.9264278,0.9461816,0.5087738,0.2217665,17.77608

