step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.579977,0.430008,0.4541531,0.6978735,0.5085882,0.8092624,19.38799
1,0.5109965,0.3804742,0.5554598,0.7057127,0.4946335,0.4187025,4.687072
2,0.4914218,0.3666666,0.4427541,0.7532339,0.5108219,0.3836324,5.99862
3,0.5322704,0.3526344,0.5253374,0.8812459,0.5379419,0.3641927,3.767246
4,0.6439262,0.6960317,0.8257441,0.7788966,0.5528341,0.3661246,0
5,0.562755,0.4534372,0.6666792,0.6963031,0.5530104,0.4443451,4.519629
6,0.5229399,0.4348274,0.4650741,0.7839836,0.5243446,0.4064695,0
7,0.54741,0.4529453,0.6612617,0.7729234,0.5193651,0.3305545,10.60661
8,0.6973528,0.7540343,1.021314,0.7877676,0.5488803,0.374768,0.9994001
9,0.6778497,0.6121262,1.021315,0.8848021,0.5855469,0.2854585,4.745603
10,0.5367253,0.3664117,0.5006233,0.7825297,0.5828992,0.4511629,0.7555559
11,0.5496926,0.489181,0.5232085,0.8552551,0.5505619,0.3302564,0
12,0.4965525,0.2918994,0.4645668,0.8971274,0.5033691,0.3257996,3.808244
13,0.5356116,0.5072988,0.5288262,0.8790475,0.4894332,0.2734521,10.16152
14,0.5974832,0.4666667,0.7818562,0.8673871,0.5170526,0.3544532,3.864852
15,0.6271138,0.5717251,0.8405954,0.8289319,0.5806611,0.3136554,14.42521
16,0.6286807,0.5435345,0.8649768,0.9522886,0.5261697,0.256434,9.849707
17,0.5606257,0.5616519,0.5854859,0.9142092,0.5139049,0.2278768,1.255063
18,0.5782414,0.4906217,0.5581629,1.068455,0.5630813,0.2108862,12.25704
19,0.5930433,0.5499998,0.5561732,0.9548809,0.5425389,0.3616239,10.90646

