step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4497167,0.3995152,0.279774,0.6763493,0.6673133,0.2256317,8.374209
1,0.6238265,0.5871421,0.4902649,0.7600439,0.5472662,0.7344153,3.168142
2,0.6231093,0.5950406,0.4902646,0.7711914,0.5526941,0.706356,11.25018
3,0.5300208,0.4584792,0.4101061,0.7863398,0.7424685,0.2527102,6.697211
4,0.6591244,0.6752134,0.5489408,0.8037833,0.5467197,0.720965,4.882874
5,0.5432913,0.4590122,0.3396962,0.8658564,0.6962827,0.3556089,3.676225
6,0.7151736,0.8083135,0.6910409,0.7812182,0.6454691,0.6498263,2.776639
7,0.5323362,0.4794182,0.4533982,0.7693285,0.6520891,0.3074471,1.754437
8,0.6423125,0.7339275,0.5935606,0.89691,0.6564708,0.3306939,4.76438
9,0.4985631,0.4755048,0.3458684,0.7725087,0.5733388,0.3255946,4.65322
10,0.5741724,0.5626788,0.4882213,0.8220825,0.6749716,0.3229076,3.343198
11,0.5735099,0.5355142,0.3840041,0.8658566,0.6329842,0.4491903,4.308578
12,0.6443929,0.8217229,0.6052461,0.7994652,0.6198964,0.375634,8.11281
13,0.6004665,0.6251991,0.5468078,0.8578253,0.6074744,0.365026,5.148565
14,0.8569701,1.116088,0.8408859,0.856281,0.4161365,1.055459,8.297129
15,0.6780822,0.8783928,0.6500791,0.8689841,0.5872703,0.4056846,4.339784
16,0.6070154,0.5486593,0.511561,0.9638767,0.671235,0.3397448,2.343569
17,0.7122216,0.8807136,0.6924871,1.009024,0.5580003,0.4208831,5.648684
18,0.6249101,0.6460385,0.5663372,0.9650536,0.5399771,0.4071442,6.42413
19,0.7355032,0.7009891,0.6156022,1.020254,0.3144216,1.026249,5.342185

