step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5572606,0.5871422,0.4946337,0.7474251,0.656471,0.3006308,7.130788
1,0.5702319,0.6735947,0.4902649,0.7528314,0.6369221,0.2975466,6.060968
2,0.5939201,0.7072745,0.5499579,0.7768794,0.7319483,0.2035403,11.59095
3,0.6799282,0.8186445,0.6198212,0.7780539,0.6110231,0.5720983,6.856104
4,0.6428972,0.748904,0.615733,0.8050497,0.6835638,0.3612357,4.857358
5,0.6800984,0.7045707,0.5638046,0.8324291,0.6019927,0.6976945,13.03845
6,0.6283344,0.5867636,0.510945,0.8332515,0.4668515,0.7438605,15.28205
7,0.7608777,0.9535745,0.6788517,0.8553558,0.5933455,0.7232612,10.73354
8,0.6921264,0.7600291,0.631464,0.8609381,0.4616572,0.7465437,8.36166
9,0.6520577,0.8756737,0.6128308,0.8245297,0.6050759,0.3421785,6.086121
10,0.7684984,1.0047,0.7378818,0.81342,0.5554757,0.7310145,7.085452
11,0.7323061,0.9117096,0.6545179,0.7928628,0.512846,0.7895944,7.997238
12,0.756713,0.8513563,0.6618578,0.8324291,0.5199028,0.9180191,6.52998
13,0.8235679,1.116333,0.8264277,0.8487861,0.4999282,0.8263642,9.434546
14,0.6888945,0.7871531,0.6860237,0.9079624,0.5044634,0.5588696,10.53575
15,0.5668808,0.4914548,0.4237416,0.9090294,0.5438986,0.4662798,14.04577
16,0.7489193,0.7334549,0.6220198,0.9847515,0.4001584,1.004212,0.799859
17,0.7919708,0.9120354,0.7367077,0.9685555,0.3924087,0.9501467,8.033795
18,0.7718117,0.757903,0.6442352,1.022627,0.3556963,1.078597,12.51152
19,0.921437,1.2317,0.855943,1.041303,0.4450091,1.03323,2.099566

