edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5572606,0.5572606,0.5851236,0.5572606,0.5572606
0.5957676,0.5673978,0.5957676,0.5957676,0.5390279
0.6443966,0.6151059,0.6443966,0.6443966,0.5272336
0.7447246,0.7123453,0.7123453,0.7123453,0.6152074
0.7163434,0.6864958,0.6864958,0.6566482,0.5671052
0.7275874,0.6972713,0.6669552,0.6366391,0.6063229
0.6746208,0.6465116,0.6465116,0.562184,0.5902933
0.856743,0.8224733,0.8224733,0.6853945,0.7539339
0.7762319,0.7463768,0.6866667,0.5672464,0.6866667
0.7626201,0.7061297,0.6496394,0.5649039,0.6496394
0.9152665,0.8498903,0.7518261,0.6537619,0.7845142
0.8756735,0.8152823,0.6944998,0.5737172,0.754891
0.9117445,0.8509616,0.7293957,0.5470468,0.7901787
1.018723,0.9529993,0.7886892,0.5915169,0.8872753
0.8132281,0.7607618,0.6558292,0.4721971,0.7082955
0.6196708,0.5783595,0.5370481,0.3718026,0.5577038
0.8420295,0.7858942,0.7578266,0.4771501,0.7858942
0.9321227,0.8719858,0.8118489,0.4810957,0.8719858
0.8782098,0.8215511,0.7932218,0.4249403,0.8498805
1.109524,1.040179,1.005506,0.5200894,1.074851

