UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.06701,1.078145,1.018314,1.04798,0.788551,0
0,0,ConeBurst,Task,1.19604,1.102152,1.001751,1.063097,0.6369604,0
0,0,ConeBurst,Task,1.275516,1.151186,0.9765192,1.090787,0.5059919,0
0,0,ConeBurst,Task,1.362495,1.179826,0.9256782,1.014575,0.5174256,0
0,0,ConeBurst,Task,1.403402,1.198041,0.9095905,1.009499,0.4794676,0
0,0,ConeBurst,Task,1.407349,1.203801,0.8947214,0.9704379,0.5236911,0
0,0,ConeBurst,Task,1.39594,1.206009,0.9067139,0.9386171,0.5527191,0
0,0,ConeBurst,Task,1.426507,1.206924,0.8911723,0.9171011,0.5582958,0
0,0,ConeBurst,Task,1.437012,1.21304,0.8821787,0.8942887,0.573481,0
0,0,ConeBurst,Task,1.450209,1.215599,0.8783321,0.8951239,0.5607365,0
0,0,ConeBurst,Task,1.462661,1.218683,0.8711232,0.8855514,0.5619809,0
0,0,ConeBurst,Task,1.467554,1.220977,0.8668195,0.8768438,0.5678057,0
0,0,ConeBurst,Task,1.469466,1.222448,0.8644494,0.870452,0.5731854,0
0,0,ConeBurst,Task,1.474741,1.223702,0.8613989,0.8664629,0.573696,0
0,0,ConeBurst,Task,1.474534,1.225055,0.8620712,0.8662193,0.572121,0
0,0,ConeBurst,Task,1.471891,1.223879,0.8641546,0.8678241,0.5722516,0
0,0,ConeBurst,Task,1.471101,1.224014,0.8647277,0.8659317,0.5742261,0
0,0,ConeBurst,Task,1.471912,1.224355,0.8643442,0.8639518,0.5754372,0
0,0,ConeBurst,Task,1.471375,1.224222,0.8647013,0.8632515,0.5764511,0
0,0,ConeBurst,Task,1.472336,1.224367,0.8641006,0.8626929,0.576503,0

