edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.7096612,0.7096612,0.6420745,0.6420745,0.7096612
0.7527237,0.7527237,0.6158649,0.6158649,0.7527237
0.7915592,0.7915592,0.6538968,0.5850655,0.7915592
0.8193491,0.8193491,0.6145119,0.5462328,0.8193491
0.8466446,0.8466446,0.64345,0.5079868,0.8466446
0.9050288,0.9050288,0.6613674,0.4873233,0.9050288
0.9438635,0.9438635,0.6991583,0.4544528,0.9438635
0.9366989,0.9366989,0.7025244,0.4014424,0.9366989
1.006799,1.006799,0.6943446,0.3818895,1.006799
1.06186,1.06186,0.7433019,0.3539532,1.06186
1.101139,1.101139,0.7459333,0.3196856,1.101139
1.110501,1.110501,0.7287668,0.3123285,1.110501
1.128646,1.128646,0.7182293,0.3078125,1.128646
1.191551,1.191551,0.7009127,0.280365,1.191551
1.209142,1.209142,0.7254856,0.2418284,1.209142
1.312141,1.312141,0.8018643,0.2186902,1.312141
1.320768,1.320768,0.8210184,0.2141786,1.320768
1.39748,1.39748,0.8458432,0.1838789,1.39748
1.375244,1.375244,0.8110416,0.1410506,1.375244
1.384715,1.384715,0.7962115,0.1038536,1.384715

