step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.6758678,0.8004939,0.6351246,0.713768,0.5255319,0.7044207,4.254701
1,0.6910064,0.8812439,0.6668805,0.6887712,0.4690161,0.7491205,7.096554
2,0.701583,0.9232077,0.7045817,0.6513576,0.4674815,0.7612863,0.5447274
3,0.7171654,0.9205682,0.7303931,0.6780797,0.4467022,0.8100838,2.41044
4,0.7173871,1.007136,0.6798771,0.6408119,0.4313286,0.8277817,2.087941
5,0.7587727,1.0491,0.7939055,0.6887711,0.3702759,0.8918107,2.38982
6,0.7749188,1.091064,0.8326873,0.6875442,0.3635968,0.8997018,3.475318
7,0.7649306,1.055671,0.8025471,0.7506576,0.2993848,0.9163927,3.333447
8,0.812166,1.120691,0.8891742,0.7494566,0.3153192,0.9861888,3.013699
9,0.833789,1.216956,0.9209309,0.7250223,0.2715356,1.0345,0.8440945
10,0.8554919,1.25892,0.9607933,0.7599173,0.2597119,1.038117,2.02029
11,0.8477022,1.300884,0.8781741,0.7476138,0.2426222,1.069217,4.977422
12,0.8500789,1.311325,0.921045,0.748343,0.2487036,1.020978,2.421305
13,0.8896153,1.384811,0.9348304,0.7476138,0.2426223,1.138199,4.141792
14,0.8780922,1.393284,0.9786106,0.7127076,0.2210698,1.084789,3.846616
15,0.9525621,1.46874,1.111468,0.7612733,0.1727953,1.248534,1.965599
16,0.9417596,1.510703,1.078794,0.8161852,0.1690898,1.134026,1.649431
17,1.001221,1.552667,1.184977,0.8322903,0.155827,1.280344,1.134176
18,0.9642267,1.557199,1.093741,0.8196138,0.1381686,1.212411,1.358259
19,0.9545588,1.560963,1.096085,0.7965756,0.1109454,1.208225,1.97845

