step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5186718,0.4433666,0.2899582,0.7185392,0.6725009,0.4689943,3.049163
1,0.5926883,0.6672633,0.4978711,0.7134213,0.5402308,0.5446549,5.719693
2,0.5960541,0.6990377,0.4832635,0.6388082,0.5289772,0.6301842,1.799262
3,0.6037778,0.7308125,0.5288977,0.6845077,0.4850179,0.5896529,1.685223
4,0.6099575,0.7452002,0.5777538,0.632873,0.4762437,0.6177169,1.688458
5,0.5181057,0.459626,0.3113676,0.675379,0.5301063,0.6140496,0.5764878
6,0.6455504,0.8261356,0.5711294,0.6742975,0.4114266,0.7447629,1.476636
7,0.5597998,0.5985451,0.3914435,0.7144179,0.4434401,0.6511528,1.644212
8,0.670065,0.8896843,0.6438755,0.7565612,0.3423655,0.7178383,1.673396
9,0.6844471,0.9214589,0.637029,0.7097868,0.3232637,0.8306971,0.6148482
10,0.5736462,0.5989149,0.5012326,0.7134995,0.2856714,0.7689126,0.4766038
11,0.5719435,0.5699358,0.4533119,0.7072712,0.3071795,0.8220191,3.604428
12,0.6003935,0.588321,0.5389974,0.7445791,0.2810123,0.8490577,0.7023436
13,0.6109353,0.6412175,0.4950541,0.7926897,0.3057631,0.8199522,0.6843047
14,0.5940962,0.6250908,0.4971808,0.6735916,0.2730485,0.9015693,0.5424089
15,0.75336,1.137995,0.7399802,0.7574456,0.1762096,0.9551694,1.39906
16,0.7901589,1.14388,0.8153069,0.810975,0.1518034,1.028829,0.8349017
17,0.8093399,1.175654,0.8772013,0.8636152,0.1705991,0.9596299,0.488226
18,0.641445,0.698631,0.5556724,0.7746304,0.1706552,1.007636,0.4649612
19,0.8210283,1.183261,0.8372729,0.7835527,0.1217628,1.179292,0.6319381

