step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5762735,0.4071845,0.7211163,0.7551973,0.5536441,0.4442253,36.28963
1,0.6107835,0.4275437,0.7422401,0.8484662,0.5355457,0.5001219,4.396901
2,0.6233304,0.4946467,0.7472228,0.8958466,0.5076666,0.4712691,3.365379
3,0.5420735,0.4255453,0.6549879,0.851801,0.5320921,0.2459411,4.608594
4,0.6383148,0.4682621,0.8292836,0.8684769,0.5813262,0.4442252,3.076286
5,0.6684479,0.4886214,0.8482747,0.9696758,0.5355457,0.5001217,4.417507
6,0.5607388,0.4210296,0.7229417,0.8548315,0.5737664,0.2311248,3.511155
7,0.5709977,0.4625493,0.7119438,0.8888359,0.5574299,0.2342297,2.346825
8,0.5620637,0.4378709,0.7643983,0.8284064,0.5800246,0.1996184,2.976921
9,0.6671411,0.5293398,0.9013952,0.8684769,0.6366907,0.3998027,2.323756
10,0.6949996,0.5496989,0.9189638,0.9696757,0.5865501,0.4501096,3.132113
11,0.6275136,0.4715532,0.8049542,0.9772812,0.6084824,0.2752971,1.633491
12,0.5678648,0.4547123,0.6534356,0.9488466,0.6305723,0.1517573,1.044083
13,0.5617508,0.4139623,0.5859296,0.9290959,0.5272653,0.3525006,1.843619
14,0.6894268,0.5496994,0.9013953,0.981757,0.6366906,0.3775914,7.09712
15,0.6075457,0.4292943,0.7909749,0.9241236,0.6020593,0.2912767,5.387462
16,0.6173072,0.4547122,0.7751406,1.016372,0.6084824,0.2318291,3.399539
17,0.5575371,0.3986304,0.5859294,0.9648303,0.5272654,0.3110299,3.365418
18,0.6838057,0.65,0.928768,0.9870763,0.5699133,0.2832711,7.283891
19,0.6169367,0.4547122,0.775141,1.055464,0.5820267,0.2173397,2.831879

