step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4880491,0.2788753,0.5133256,0.6860604,0.4665444,0.49544,56.67573
1,0.4990557,0.2404387,0.5248684,0.7390111,0.498767,0.492193,2.25469
2,0.5127676,0.3705062,0.636189,0.7522516,0.5737665,0.2311247,3.290991
3,0.5687108,0.3207065,0.6285594,0.8392968,0.54723,0.5077613,1.077736
4,0.5370623,0.3207065,0.5903243,0.7889695,0.4898716,0.4954399,1.266874
5,0.546539,0.3679666,0.5839758,0.8466781,0.4637998,0.4702747,2.656182
6,0.5612849,0.2862364,0.6248433,0.8797753,0.4987669,0.5168027,3.668593
7,0.5616755,0.4210296,0.5571357,0.8553157,0.4939633,0.4809332,0.6756783
8,0.6738428,0.5845825,0.8491166,0.9772874,0.5318412,0.4263865,1.620589
9,0.5324324,0.329029,0.5478179,0.8018655,0.5780966,0.405353,2.329068
10,0.5626212,0.454712,0.5633186,0.8493516,0.5848017,0.3609223,2.323864
11,0.7129434,0.7,1.00809,0.9060381,0.5433545,0.4072345,0.7882719
12,0.5882947,0.4139624,0.6569726,0.9172344,0.530057,0.4232473,1.021329
13,0.5976341,0.4139623,0.7909752,0.8898968,0.6020594,0.2912766,1.13498
14,0.5512434,0.4547124,0.605033,0.9488472,0.6042984,0.1433263,4.788528
15,0.7234128,0.5700583,0.9189645,1.090885,0.6120523,0.4251035,7.798954
16,0.5684084,0.4995533,0.5794206,0.9412539,0.5591637,0.2626502,1.93254
17,0.7222943,0.6500001,1.020634,1.024331,0.5844918,0.3320149,1.133134
18,0.5956896,0.4378709,0.7192613,0.9445209,0.6417234,0.2350716,3.842948
19,0.5667392,0.4547122,0.5633189,0.9555207,0.5593757,0.3007685,0.9729229

