step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4731268,0.3700395,0.5579787,0.7510347,0.5101498,0.1764315,21.06784
1,0.4942328,0.353665,0.5739023,0.7450743,0.5848309,0.2136916,3.621428
2,0.5212647,0.3373027,0.5353112,0.7761214,0.4638,0.4937883,4.643066
3,0.6196867,0.5171306,0.7811866,0.8633654,0.495243,0.4415076,0
4,0.5260926,0.3873473,0.6285596,0.8160339,0.5848309,0.2136915,0
5,0.5453905,0.4440474,0.6695746,0.9012417,0.5356572,0.1764315,2.309061
6,0.6572812,0.5620983,0.8491164,0.9384408,0.495243,0.4415077,6.282266
7,0.65525,0.4210296,0.9013958,0.9044628,0.5953811,0.4539804,0.6418
8,0.5388823,0.329029,0.5478181,0.8367293,0.5529621,0.4278726,0.5776465
9,0.5539947,0.4378709,0.6832169,0.8160338,0.6405292,0.1923225,1.999761
10,0.5747188,0.454712,0.794974,0.8284064,0.6063892,0.1891121,2.041173
11,0.5791749,0.5180553,0.6017063,0.9050519,0.5591638,0.3118971,0
12,0.6932285,0.4547123,0.9735069,0.9798345,0.6495065,0.4085824,0.7444971
13,0.7285605,0.675,1.020634,0.9863929,0.5844918,0.3762837,1.318849
14,0.5735335,0.3764818,0.6416569,0.8918789,0.536526,0.421124,1.220572
15,0.5882984,0.4715534,0.5633187,0.9555207,0.6102279,0.3408711,1.773781
16,0.6948643,0.6750001,0.9707533,0.9422795,0.5433545,0.3429343,0
17,0.5928558,0.3625379,0.7673187,0.9554066,0.609273,0.2697424,0
18,0.5600199,0.3625379,0.5263964,0.9891975,0.5957965,0.326171,5.732685
19,0.6897687,0.549699,0.9374509,1.019516,0.6090086,0.3331689,0

