edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.6050872,0.6050872,0.6050872,0.6050872,0.5762735
0.6453001,0.6453001,0.6453001,0.6159683,0.6159683
0.6622672,0.6622672,0.6622672,0.6046788,0.6046788
0.5546722,0.5546722,0.5546722,0.5064399,0.4823237
0.6961961,0.6961961,0.6961961,0.6091716,0.5801634
0.7394281,0.7394281,0.7394281,0.6211197,0.6211197
0.593657,0.593657,0.5699108,0.5224182,0.4749257
0.636581,0.6120971,0.5876133,0.5386456,0.4651939
0.6332157,0.6088613,0.5601524,0.5601524,0.4383802
0.7940271,0.7646188,0.705802,0.6763936,0.5293515
0.8357373,0.8058896,0.7461941,0.6864986,0.5671076
0.6995591,0.6995591,0.6736495,0.6218303,0.4663728
0.6236957,0.6005959,0.6005959,0.5543963,0.3926974
0.629165,0.5825602,0.6058626,0.5359554,0.396141
0.8303639,0.7710522,0.8007081,0.7117406,0.5041496
0.6826012,0.6573197,0.6573197,0.5814752,0.4045045
0.6845579,0.6845579,0.710887,0.6318996,0.3949372
0.6101438,0.5866768,0.6336109,0.5397426,0.3520061
0.8076895,0.7777751,0.8076895,0.6581175,0.4487164
0.7165299,0.6899918,0.743068,0.5838393,0.371534

