UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,0.9881732,1.081938,0.9461198,0.9722654,1.011503,0
0,0,ConeBurst,Task,0.9964979,1.13551,0.9390861,0.892855,1.036051,0
0,0,ConeBurst,Task,1.010845,1.163249,0.9484791,0.8398699,1.037557,0
0,0,ConeBurst,Task,1.036168,1.167731,0.9700497,0.8625683,0.9634827,0
0,0,ConeBurst,Task,1.035682,1.200064,0.957113,0.8469684,0.9601727,0
0,0,ConeBurst,Task,1.024982,1.21976,0.9496393,0.8314201,0.9741981,0
0,0,ConeBurst,Task,1.032865,1.227232,0.9499713,0.8490942,0.940838,0
0,0,ConeBurst,Task,1.042599,1.231048,0.9556414,0.8546341,0.916077,0
0,0,ConeBurst,Task,1.045328,1.2426,0.9532496,0.8610606,0.8977628,0
0,0,ConeBurst,Task,1.045157,1.253172,0.9488038,0.8552527,0.8976139,0
0,0,ConeBurst,Task,1.042535,1.258029,0.9484741,0.8493634,0.9015985,0
0,0,ConeBurst,Task,1.038962,1.258942,0.951461,0.8517644,0.8988706,0
0,0,ConeBurst,Task,1.0419,1.257107,0.9537028,0.8546841,0.892605,0
0,0,ConeBurst,Task,1.041705,1.252401,0.9555613,0.8553719,0.8949604,0
0,0,ConeBurst,Task,1.041408,1.254785,0.9544033,0.8544936,0.8949097,0
0,0,ConeBurst,Task,1.041036,1.256076,0.9539594,0.8548482,0.8940807,0
0,0,ConeBurst,Task,1.040187,1.256289,0.9546692,0.8554189,0.8934366,0
0,0,ConeBurst,Task,1.040226,1.254879,0.9551666,0.8556107,0.8941177,0
0,0,ConeBurst,Task,1.04078,1.25592,0.9547217,0.8549352,0.8936436,0
0,0,ConeBurst,Task,1.0407,1.256111,0.9549936,0.8549896,0.8932059,0

