UserID,StepNr,algorithm,task,edgeCrossingWeight,nodeOverlapWeight,edgeCrossAngleWeight,angularResWeight,edgeLengthWeight,cameraOffset
0,0,ConeBurst,Task,1.12751,1.138973,0.960148,0.9564431,0.8169264,0
0,0,ConeBurst,Task,1.168447,1.274224,0.9645734,0.9060889,0.6866664,0
0,0,ConeBurst,Task,1.194378,1.211824,0.9444368,0.876411,0.7729501,0
0,0,ConeBurst,Task,1.21037,1.203952,0.9083348,0.8489541,0.8283895,0
0,0,ConeBurst,Task,1.160679,1.145552,0.9320422,0.8750601,0.8866668,0
0,0,ConeBurst,Task,1.199276,1.184803,0.9188401,0.8511247,0.8459566,0
0,0,ConeBurst,Task,1.209435,1.218784,0.9194831,0.8397735,0.8125246,0
0,0,ConeBurst,Task,1.204664,1.22423,0.932139,0.842611,0.7963562,0
0,0,ConeBurst,Task,1.192015,1.217361,0.9411924,0.8519882,0.7974434,0
0,0,ConeBurst,Task,1.19997,1.23072,0.9420958,0.8446338,0.7825806,0
0,0,ConeBurst,Task,1.19993,1.236516,0.9441403,0.8432177,0.7761963,0
0,0,ConeBurst,Task,1.205661,1.232717,0.9427634,0.8415583,0.7773004,0
0,0,ConeBurst,Task,1.20492,1.235364,0.9435003,0.8421484,0.7740673,0
0,0,ConeBurst,Task,1.208959,1.236013,0.941462,0.8404382,0.7731274,0
0,0,ConeBurst,Task,1.210989,1.234508,0.9412435,0.8397774,0.7734816,0
0,0,ConeBurst,Task,1.213198,1.236595,0.9401643,0.8382026,0.7718395,0
0,0,ConeBurst,Task,1.214733,1.237167,0.9394273,0.8374782,0.7711947,0
0,0,ConeBurst,Task,1.215403,1.238821,0.9386984,0.8366767,0.7704007,0
0,0,ConeBurst,Task,1.215687,1.238958,0.9387115,0.8364969,0.7701467,0
0,0,ConeBurst,Task,1.215623,1.238877,0.938998,0.836482,0.7700201,0

