edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.5593897,0.5593897,0.5061145,0.5061145,0.5061145
0.6158497,0.6158497,0.5598634,0.5318702,0.5318702
0.6417173,0.6417173,0.5833794,0.5542104,0.5833794
0.6761708,0.6467721,0.6173733,0.5879747,0.6173733
0.5482775,0.5233558,0.5482775,0.5233558,0.5482775
0.6581702,0.6295542,0.6581702,0.572322,0.6295542
0.6650586,0.6373478,0.6650586,0.5542155,0.6096371
0.5741286,0.5502067,0.5980507,0.4784406,0.5023626
0.5202972,0.4976757,0.5429189,0.4298108,0.4750541
0.6597757,0.6322851,0.6872663,0.4948318,0.5498131
0.5886012,0.5640762,0.6131262,0.4169259,0.465976
0.6760328,0.6219503,0.6760328,0.4326611,0.5408263
0.6272426,0.5770632,0.6272426,0.3763455,0.4767044
0.7801524,0.7201407,0.7801524,0.4800938,0.5701114
0.702492,0.6484542,0.7295109,0.4052839,0.5403785
0.803076,0.7435889,0.8328195,0.4461533,0.5651276
0.7893135,0.732934,0.7893135,0.3946568,0.5356057
0.8853079,0.8242522,0.8853079,0.4273901,0.5495016
0.740903,0.6898063,0.740903,0.3321289,0.4343225
0.7511626,0.6993583,0.7770647,0.3367281,0.4144346

