step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5327522,0.5193681,0.5962104,0.7176352,0.5036456,0.3269013,233.8905
1,0.5525652,0.5453366,0.67864,0.7358825,0.5056343,0.2973324,279.5625
2,0.5954275,0.5713047,0.5198363,0.761399,0.5169967,0.6076008,249.3356
3,0.6057496,0.5713048,0.59636,0.7332811,0.5147476,0.6130545,287.4634
4,0.5373816,0.3988187,0.4023408,0.805788,0.5619122,0.5180487,259.7917
5,0.6212667,0.6859502,0.7101086,0.7998276,0.5281026,0.3823447,170.7338
6,0.6151122,0.5972732,0.7109566,0.8908051,0.5322465,0.3442795,173.72
7,0.5485235,0.4637836,0.5682904,0.9149576,0.5170484,0.2785375,270.8348
8,0.5209342,0.3273191,0.4493186,0.9206197,0.5248772,0.3825363,273.8591
9,0.600423,0.5972735,0.6751656,0.9295215,0.47411,0.3260444,292.7523
10,0.5421938,0.5139181,0.6047606,0.9203128,0.4290034,0.2429741,184.1432
11,0.5876512,0.6232415,0.5647092,0.8871754,0.4512109,0.4119189,186.3892
12,0.5459856,0.483108,0.6272476,0.899012,0.4183228,0.3022375,287.2121
13,0.6426835,0.7794889,0.7017806,0.9240937,0.4191938,0.3888606,187.1876
14,0.6047382,0.6751784,0.5892622,0.9226626,0.4246691,0.4119189,291.7581
15,0.665726,0.8106688,0.8115528,0.9816064,0.3772161,0.3475859,192.6738
16,0.6460835,0.7688863,0.7496232,0.9788314,0.3778316,0.3552451,304.1661
17,0.7061204,0.7973631,0.9455403,1.06499,0.3624222,0.3602861,198.1071
18,0.6092262,0.6850293,0.7012584,1.026551,0.347304,0.2859884,305.7294
19,0.6169323,0.6209844,0.6926387,1.116328,0.3414269,0.3132833,201.2756

