step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.4578342,0.2727658,0.3907118,0.7364957,0.5248772,0.3643203,154.854
1,0.5742153,0.4960558,0.4930099,0.7093853,0.5385641,0.6340613,157.7536
2,0.4372707,0.3000423,0.384413,0.661793,0.5197704,0.320335,163.8934
3,0.4796551,0.3398549,0.3844128,0.7311624,0.5022495,0.4405957,165.42
4,0.6306711,0.7171302,0.6712682,0.7762384,0.5589252,0.4297934,168.8743
5,0.5728953,0.4251347,0.4073047,0.7732231,0.5659809,0.6928331,262.1187
6,0.6439202,0.543299,0.5164869,0.8587296,0.5669095,0.734176,265.5844
7,0.5290203,0.370751,0.423782,0.8001477,0.5264665,0.5239545,174.7748
8,0.6505129,0.5669209,0.5575826,0.9320986,0.5368543,0.6591083,179.825
9,0.4732141,0.3136808,0.3844129,0.7941517,0.5197704,0.3540545,181.3238
10,0.6573087,0.7483099,0.7017803,0.9240938,0.5030326,0.409327,279.1139
11,0.4966678,0.3273188,0.4332926,0.8496993,0.4718441,0.4011841,282.1712
12,0.6681838,0.7119317,0.7517783,0.9863987,0.4335296,0.4572808,186.3892
13,0.5489005,0.5353311,0.6896531,0.8784378,0.4001923,0.2408885,289.6105
14,0.6328115,0.6751784,0.8207411,0.9200542,0.4294582,0.3186255,191.3082
15,0.5123683,0.3545957,0.4554576,0.9174997,0.4221316,0.4121567,293.5564
16,0.6004102,0.5781578,0.7365936,1.034351,0.3782972,0.2746515,196.2001
17,0.5275496,0.381872,0.4970258,1.034205,0.3476318,0.3770132,295.7293
18,0.7072837,0.9042075,0.9129971,1.054318,0.3520683,0.3128274,199.1635
19,0.7173769,0.9042078,0.9390144,1.059696,0.3373905,0.3465758,300.0748

