edge crossing weight,node overlap weight,edge crossing angle weight,angular resolution weight,edge length weight
0.7412477,0.7412477,0.6706527,0.6706527,0.7412477
0.6428975,0.6428975,0.5816692,0.5816692,0.6428975
0.7697479,0.7697479,0.6997709,0.6297938,0.7697479
0.817091,0.817091,0.7460397,0.6039369,0.817091
0.8385954,0.8385954,0.6988296,0.5590637,0.8385954
0.7413625,0.7722526,0.586912,0.4942417,0.7104725
0.6356015,0.6908711,0.5526969,0.4421576,0.6356015
0.6999754,0.7608428,0.5782406,0.4869395,0.6999754
0.8149777,0.8828925,0.6112333,0.5093611,0.8149777
0.7406361,0.8023558,0.586337,0.4628976,0.7406361
0.8853007,0.9561247,0.7082406,0.4957684,0.8853007
0.9256316,0.996834,0.6764233,0.4628159,0.9256316
0.5989743,0.6468922,0.4552205,0.3354256,0.6229333
0.9366285,1.008677,0.7204835,0.4683143,0.9726526
0.8108701,0.8732446,0.6237463,0.4054351,0.8420573
0.8001811,0.8925096,0.5847478,0.4000906,0.8001811
0.6393477,0.7160693,0.4859043,0.3580347,0.6649216
0.9192537,1.025321,0.6364065,0.4596269,0.9546096
0.9737911,1.08199,0.6852605,0.4327961,1.009857
0.8248819,0.9165354,0.5804725,0.3666142,0.855433

