step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.5068759,0.2874024,0.4675581,0.7243164,0.7409822,0.3141202,5.83103
1,0.5131618,0.3243931,0.504788,0.6605186,0.7428793,0.3332298,4.283603
2,0.6081449,0.6297489,0.6723239,0.6404998,0.593595,0.5045569,5.453571
3,0.5335327,0.3161426,0.4420784,0.7008816,0.6682905,0.5402704,6.631582
4,0.6649038,0.689725,0.7158706,0.7649465,0.5497991,0.6041775,3.543347
5,0.5432182,0.234872,0.5663057,0.7559499,0.6115093,0.5474541,7.899126
6,0.7299351,0.79404,0.9218751,0.6640319,0.4166549,0.8530732,7.641281
7,0.7590322,0.7796275,0.8394428,0.7417321,0.4044934,1.029865,5.598103
8,0.5348811,0.6074013,0.5604087,0.6831232,0.5836059,0.2398665,4.681811
9,0.5074548,0.3448828,0.6078255,0.6518847,0.5557365,0.3769444,2.220024
10,0.5358943,0.3448828,0.5224566,0.6658374,0.5569088,0.5893862,13.861
11,0.69977,0.7497013,0.9109747,0.7423213,0.467156,0.6286966,12.88418
12,0.7812186,0.8602103,0.9049532,0.7229321,0.3467304,1.071267,12.14268
13,0.545185,0.359253,0.5425509,0.6658375,0.5197815,0.6385018,8.773927
14,0.8219196,0.9473209,1.027284,0.7375878,0.2826242,1.114781,7.533342
15,0.8201701,0.8813183,0.9401761,0.7417321,0.3286509,1.208973,8.772894
16,0.7876826,0.8602102,0.9372733,0.7229322,0.3467303,1.071267,3.532758
17,0.5257956,0.359253,0.6545811,0.6881005,0.5186875,0.4083561,6.564463
18,0.5465741,0.373623,0.5827401,0.6307934,0.4826543,0.6630594,6.718338
19,0.5323577,0.3879931,0.701337,0.6881005,0.4445893,0.4397685,11.59608

