option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
alt2,0.6245944,0.5997611,0.6224958,0.7285206,0.6468226,0.5253717,12.1503
alt2,0.6926001,0.7559119,0.6871842,0.6724595,0.4731692,0.8742757,4.559879
alt2,0.5176173,0.3035819,0.4168282,0.6783373,0.7004452,0.4888939,1.729153
alt2,0.6019746,0.6451383,0.6654359,0.6418527,0.5565544,0.5008917,9.786078
alt2,0.4883247,0.3133665,0.4916361,0.6716012,0.6222652,0.3427545,6.311937
alt2,0.6931072,0.7418584,0.6771355,0.6812736,0.4224097,0.9428588,8.313995
alt2,0.5070789,0.6155582,0.4800295,0.6358632,0.5768311,0.2271125,7.284698
alt2,0.4937087,0.3401265,0.5113161,0.625149,0.6352273,0.3567246,1.477035
alt2,0.5538454,0.3803305,0.5611063,0.6469333,0.5672361,0.6136209,1.794148
alt2,0.7169343,0.7745957,0.8162326,0.6120504,0.4054268,0.9763657,6.253626
alt2,0.5994576,0.736548,0.7085779,0.5691453,0.4672028,0.5158139,11.9257
alt2,0.4783151,0.2822675,0.4176244,0.6338578,0.5732636,0.4845619,10.91062
alt2,0.6151466,0.8160481,0.760541,0.5566608,0.4243185,0.5181649,23.2342
alt2,0.596491,0.7338205,0.7081537,0.5518291,0.4273226,0.5613292,3.509704
alt2,0.4716728,0.279022,0.4215433,0.6075566,0.5228155,0.5274264,1.732904
alt2,0.4795884,0.2495552,0.538258,0.5892142,0.4897778,0.5311367,6.408267
alt2,0.6252952,0.8721626,0.7671947,0.5465633,0.3912653,0.54929,3.454712
alt2,0.6154903,0.7541247,0.7121069,0.583463,0.4433855,0.5843713,3.387833
alt2,0.5956728,0.7799551,0.7250717,0.5140521,0.3986066,0.5606785,19.64182
alt2,0.7201431,0.9606383,0.8348005,0.5367508,0.2572828,1.011243,27.30119

