step,OverallGrade,edgeCrossValue,nodeOverlapValue,edgeCrossAngleValue,angularResValue,edgeLengthValue,passedTime
0,0.7059503,0.6617,0.7375001,0.7191017,0.5372829,0.8741667,21.25811
1,0.6178866,0.6142106,0.653621,0.6586302,0.6082698,0.5547013,9.127122
2,0.7084517,0.7118338,0.7051316,0.7046455,0.480336,0.9403119,6.71026
3,0.7406718,0.7278698,0.8112497,0.7191017,0.4835546,0.961583,9.732225
4,0.7488816,0.8583396,0.7835515,0.7235776,0.4227601,0.956179,9.325747
5,0.6695683,0.7561881,0.8255956,0.7077519,0.5255563,0.5327495,16.03956
6,0.5914409,0.3971582,0.6469236,0.6936619,0.5614245,0.6580365,15.31514
7,0.6527758,0.6727064,0.77812,0.6932948,0.5122272,0.6075303,5.134702
8,0.7233181,0.7609553,0.9218751,0.664032,0.4166549,0.8530733,3.858618
9,0.6600378,0.7197131,0.8092446,0.6556685,0.4851168,0.6304462,5.542349
10,0.769009,0.8135245,0.8730206,0.7046455,0.3792125,1.074642,10.54003
11,0.7951275,0.9108858,0.9905947,0.7375877,0.3043645,1.032205,23.17444
12,0.5446427,0.2544447,0.6606895,0.7181525,0.4968512,0.5930758,6.940976
13,0.8036823,0.8271251,0.9956249,0.6831466,0.376098,1.136417,11.10662
14,0.7159011,0.7796893,0.9447147,0.7423214,0.4337876,0.6789923,7.447147
15,0.7033017,0.8192037,0.963195,0.7077521,0.4270144,0.5993435,13.549
16,0.581098,0.4158625,0.6142815,0.6839441,0.5391273,0.6522746,11.83344
17,0.794117,0.9329783,0.953888,0.6546655,0.3481553,1.080898,5.664485
18,0.8212273,0.8602099,1.069376,0.6471915,0.3492339,1.180125,13.49508
19,0.711826,0.8096775,0.9337436,0.6920946,0.3880935,0.7355207,10.08314

