stepNumber,algorithm,task,edgeCrossingWeight,nodeOverlappingWeight,edgeCrossingAngleWeight,angularResolutionWeight,edgeLengthWeight,cameraOffset
1,ConeBurst, Task2,0.998691,0.9911854,0.9866943,0.9281622,1.095267,13
2,ConeBurst, Task2,1.004014,0.9906353,0.9767072,0.8705587,1.158085,13
3,ConeBurst, Task2,1.042071,0.9999637,0.984319,0.9133875,1.060259,13
4,ConeBurst, Task2,1.072154,0.999907,0.9910856,0.935254,1.001599,13
5,ConeBurst, Task2,1.020447,0.9935129,1.013269,0.98447,0.988301,13
6,ConeBurst, Task2,1.013674,0.981248,1.009535,0.9318146,1.063728,13
7,ConeBurst, Task2,1.049162,0.9936674,1.010489,0.9413019,1.005379,13
8,ConeBurst, Task2,1.054642,1.006276,1.009142,0.9642683,0.9656717,13

