0.4601581 0.5122409 0.4826243
0.4718494 0.483478 0.4626978
0.4695727 0.4995905 0.4738764
0.4480594 0.4763008 0.4645223
0.4812438 0.4837454 0.4652023
0.4710824 0.4723029 0.4830984
0.4767022 0.4811172 0.4494129
0.4877691 0.45624 0.4773419
0.4942638 0.4658224 0.4443176
0.5061294 0.441581 0.4731431
0.5223486 0.4643856 0.4677071
0.504357 0.4423467 0.4617334
0.4997474 0.448251 0.4821112
0.5220622 0.4310182 0.4602208
0.5230924 0.4492129 0.4755152
0.5229997 0.4522335 0.4872806
0.5389859 0.4406849 0.4756622
0.5380763 0.4445903 0.4877485
0.5533161 0.4339651 0.4762828
0.551357 0.4388805 0.4884207
0.5548083 0.4555929 0.4945214
0.5622343 0.4350303 0.4885111
0.5646296 0.4524754 0.4943739
0.5457141 0.4508083 0.4886156
0.5719991 0.4512876 0.4932852
0.5665253 0.4588287 0.5041932
0.5514784 0.4693184 0.4915269
0.5449732 0.4771606 0.5018594
0.5545078 0.4700752 0.4886131
0.5470839 0.4781387 0.4984557
0.5556424 0.4713933 0.4844289
0.5380141 0.4692918 0.5037487
0.5295554 0.491524 0.4798625
0.5362303 0.4714805 0.4981112
0.5418218 0.5019268 0.4909305
0.5077087 0.4912048 0.4920729
0.537674 0.5034294 0.4837568
0.5029442 0.492525 0.4844348
0.4921505 0.500423 0.492132
0.5073923 0.5054203 0.5028183
0.4870946 0.5001425 0.483548
0.4825898 0.5182915 0.4847046
0.488914 0.5095544 0.4679273
0.4787918 0.5155557 0.4746552
0.4700879 0.5366079 0.4850332
0.4775881 0.511048 0.4640498
0.4708729 0.5310904 0.4740485
0.4644588 0.5353791 0.4801005
0.4759152 0.5242272 0.4626556
0.4713756 0.5277975 0.46867
0.4637388 0.5298626 0.4422766
0.4803197 0.5190317 0.4575362
0.4833565 0.5331067 0.4582679
0.4973837 0.5208121 0.4414927
0.4954642 0.5233234 0.4485049
0.484368 0.5130911 0.4290144
0.5095292 0.5126371 0.4393717
0.508946 0.5145438 0.4471112
0.4997407 0.519396 0.4320013
0.5157237 0.4925323 0.4495247
0.5216082 0.5035174 0.4155792
0.5075622 0.4984463 0.4438472
0.5203732 0.5232152 0.4372617
0.5364979 0.4940548 0.4192073
0.5377113 0.5110222 0.432516
0.5194028 0.4893348 0.4258344
0.5451644 0.4730918 0.4355144
0.5462911 0.4902798 0.4497148
0.5368523 0.4796126 0.4336997
0.5654859 0.4782913 0.4488647
0.5530469 0.4691776 0.4327894
0.5786434 0.4694279 0.4475703
0.5776781 0.4725055 0.4595154
0.5727975 0.4744606 0.4390497
0.5657825 0.4823428 0.4607306
0.5852637 0.4671693 0.4400146
0.5828165 0.4873328 0.4556972
0.5793878 0.492208 0.4677618
0.5913875 0.4827725 0.4560937
0.5862513 0.4889006 0.467809
0.5806619 0.4954314 0.4793893
0.5908392 0.4874304 0.4670515
0.5895417 0.5063929 0.4721359
0.5922499 0.4879891 0.4648495
0.589808 0.5076579 0.4691881
0.5662177 0.5077655 0.4618772
0.5881976 0.509798 0.4652263
0.5545778 0.4995731 0.4675251
0.5597492 0.5303802 0.4609805
0.5747826 0.5213307 0.4693529
0.5553374 0.5330113 0.454728
0.5445445 0.5415562 0.4628529
0.5500879 0.5348172 0.4473312
0.5299512 0.5322205 0.464889
0.5137855 0.5442109 0.4816573
0.5245124 0.532424 0.4555641
0.5138566 0.539508 0.462415
0.494557 0.5491639 0.445942
0.50982 0.5374478 0.4517824
0.5011184 0.5585973 0.461576
0.4824308 0.5514814 0.4408513
0.5051384 0.5498343 0.4404457
0.4824854 0.5457789 0.4290015
0.4813314 0.560888 0.4291426
0.5009711 0.5617514 0.4380751
0.4862924 0.5519213 0.417448
0.5080876 0.5518717 0.4267539
0.4952426 0.5414005 0.4063747
0.4933269 0.5587061 0.416731
0.4916394 0.5604087 0.423881
0.5124292 0.5426307 0.3982439
0.5066557 0.5483325 0.4153613
0.5034787 0.5483291 0.3907827
0.5240952 0.5356242 0.4080358
0.5305817 0.5478681 0.4108034
0.5324231 0.5117355 0.411815
0.5483827 0.5348486 0.4052179
0.549091 0.5360909 0.414797
0.5665527 0.5223933 0.4010589
0.5672535 0.5242153 0.4114204
0.5592126 0.52929 0.3989016
0.5758582 0.5030193 0.4192192
0.5613604 0.4975224 0.4131895
0.5673066 0.5118009 0.4186325
0.5670692 0.5151917 0.4299696
0.5832328 0.5036415 0.4179022
0.5825185 0.5079529 0.4297522
0.5982271 0.4973272 0.418182
0.5969228 0.5021741 0.4301788
0.5864991 0.5103323 0.4193037
0.609572 0.4979106 0.4309195
0.6130573 0.5148298 0.4372192
0.6011639 0.5238261 0.4262259
0.6228237 0.5121833 0.4375019
0.6097925 0.5217276 0.4262733
0.6047406 0.5289949 0.4376554
0.625067 0.534091 0.4520488
0.6093641 0.5293328 0.4364765
0.6082195 0.548779 0.4412607
0.6112494 0.5307038 0.4337274
0.6085094 0.5505822 0.4376644
0.5938756 0.5635139 0.4564842
0.6057464 0.5529818 0.4324321
0.5811068 0.5550247 0.4608931
0.5765085 0.5729703 0.4270445
0.5913537 0.563548 0.434903
0.5816467 0.5873697 0.4466979
0.5642144 0.5809425 0.4285279
0.5617571 0.5660899 0.4535705
0.5478646 0.5722442 0.4278935
0.5577422 0.5658615 0.4434353
0.5536303 0.5842098 0.4441836
0.5342253 0.5785257 0.4238835
0.5267465 0.5841227 0.4317618
0.5325251 0.5763312 0.4124158
0.531614 0.5927533 0.4143512
0.5233886 0.5986551 0.420409
0.5319557 0.5891145 0.40285
0.5246152 0.5938795 0.4087464
0.5092295 0.6008565 0.3917112
0.5284002 0.5865713 0.3972803
0.5240894 0.6050741 0.4072969
0.510124 0.595296 0.3871259
0.5379128 0.5908747 0.3876452
0.5296452 0.5970711 0.404096
0.5234208 0.5972725 0.3789206
0.5474266 0.5959303 0.3897347
0.5360531 0.5844965 0.3709937
0.5611389 0.5828574 0.3826622
0.5604268 0.5836591 0.3913933
0.5502322 0.5717195 0.373579
0.5506369 0.5877829 0.3866484
0.5569276 0.5470499 0.3789485
0.5666658 0.5736734 0.3823916
0.5573822 0.5635918 0.4023533
0.5830574 0.5602697 0.3791561
0.5736175 0.5508886 0.3997299
0.5639957 0.5399959 0.3837907
0.590017 0.5395682 0.3981487
0.5898764 0.541999 0.4094838
0.6060675 0.5297323 0.3976706
0.6056982 0.532755 0.4095615
0.5961422 0.5390744 0.3986091
0.6262612 0.5360679 0.4044252
0.609712 0.5319454 0.3993819
0.6136878 0.5476773 0.4057475
0.6112967 0.5525608 0.4179957
0.6248764 0.5428562 0.4065863
0.6215554 0.5484975 0.418722
0.6342639 0.5392796 0.4070353
0.6298282 0.5457143 0.4185736
0.6162577 0.5553526 0.4071437
0.6362634 0.5444314 0.4177666
