option,overallGrade,edgeCrossGrade,nodeOverlapGrade,edgeCrossAngleGrade,angularResolutionGrade,edgeLengthGrade,passedTime
chosenOption,0.5738093,0.518281,0.5446266,0.7090777,0.5093291,0.587732,90.54083
chosenOption,0.4321594,0.2379121,0.3778453,0.7370414,0.5122265,0.295772,72.27589
chosenOption,0.5691591,0.5181112,0.5126271,0.7694798,0.5216286,0.5239488,84.5119
chosenOption,0.43389,0.2409529,0.4022363,0.7541584,0.5002689,0.2718336,101.7403
chosenOption,0.5721436,0.5232159,0.5865431,0.7433512,0.5431772,0.46443,108.5586
chosenOption,0.557899,0.5404122,0.5886403,0.6866327,0.5188621,0.4549475,113.0704
chosenOption,0.4132236,0.2818302,0.4041996,0.6527017,0.41993,0.3074567,87.50323
chosenOption,0.411268,0.2646847,0.3331266,0.7214007,0.4849514,0.2521767,97.75497
chosenOption,0.4441946,0.2244702,0.4467149,0.7899139,0.5381495,0.2217249,134.0147
chosenOption,0.4310344,0.2411083,0.357313,0.7151858,0.5055806,0.3359842,128.744
chosenOption,0.500678,0.3533574,0.3149892,0.7677404,0.5984503,0.4688525,134.4332
chosenOption,0.5724362,0.469644,0.5432236,0.8442619,0.5828778,0.4221736,141.0832
chosenOption,0.561367,0.487538,0.5894845,0.7477417,0.5814251,0.4006462,144.8258
chosenOption,0.5721201,0.4980575,0.6458178,0.7415038,0.5834114,0.39181,151.112
chosenOption,0.4877005,0.3909538,0.3427306,0.6880908,0.5612608,0.4554668,165.3858
chosenOption,0.4451719,0.292755,0.4012187,0.7782387,0.5306143,0.2230325,125.6417
chosenOption,0.4226123,0.2500543,0.3247315,0.7704933,0.5472782,0.2205044,127.9607
chosenOption,0.4340787,0.2396494,0.3443564,0.7303097,0.5400251,0.3160525,166.575
chosenOption,0.6073123,0.5007703,0.6375699,0.8573343,0.5962011,0.4446862,178.0187
chosenOption,0.5837436,0.4646518,0.7015195,0.8293315,0.5794645,0.3437508,181.2668

